commit_sha,commit_message,file_name,change_type,log_statement,log_loc,old_store_name,new_store_name
c522bb52393cdd730284a84b0ce91ebdc10886dd,"[GSB] Separate out ""unresolved"" and ""direct"" type requirement handling.

As we've done with layout requirements, introduce a new entry point
(addTypeRequirement) that handles unresolved type requirements of the
form `T: U`, resolves the types, and then can

1. Diagnose any immediate problems with the types,
2. Delay the type requirement if one of the types cannot be resolved,
or
3. Break it into one or more ""direct"" requirements.

This allows us to clean up and centralize a bunch of checking that was
scattered/duplicated across the GSB and type checker.",lib/AST/GenericSignatureBuilder.cpp,-,assert(req.getSecondType()->getClassOrBoundGenericClass());,2916,/data/download/swift/apple_swift2_old.cpp,/data/download/swift/apple_swift2_new.cpp
9e9a0a04368493e8fed1c0e01b39567808f9ffd3,"Merge pull request #8596 from huonw/symbol-list-3

Use IRGen's LinkInfo in TBDGen.",lib/FrontendTool/FrontendTool.cpp,-,"return writeTBD(Instance->getMainModule(), opts.getSingleOutputFilename());",553,/data/download/swift/apple_swift3_old.cpp,/data/download/swift/apple_swift3_new.cpp
9e9a0a04368493e8fed1c0e01b39567808f9ffd3,"Merge pull request #8596 from huonw/symbol-list-3

Use IRGen's LinkInfo in TBDGen.",lib/FrontendTool/FrontendTool.cpp,+,"return writeTBD(Instance->getMainModule(), hasMultipleIRGenThreads,",554,/data/download/swift/apple_swift3_old.cpp,/data/download/swift/apple_swift3_new.cpp
9e9a0a04368493e8fed1c0e01b39567808f9ffd3,"Merge pull request #8596 from huonw/symbol-list-3

Use IRGen's LinkInfo in TBDGen.",lib/FrontendTool/TBD.cpp,-,"bool swift::writeTBD(ModuleDecl *M, StringRef OutputFilename) {",41,/data/download/swift/apple_swift4_old.cpp,/data/download/swift/apple_swift4_new.cpp
9e9a0a04368493e8fed1c0e01b39567808f9ffd3,"Merge pull request #8596 from huonw/symbol-list-3

Use IRGen's LinkInfo in TBDGen.",lib/FrontendTool/TBD.cpp,+,"bool swift::writeTBD(ModuleDecl *M, bool hasMultipleIRGenThreads,",41,/data/download/swift/apple_swift4_old.cpp,/data/download/swift/apple_swift4_new.cpp
679ddf2a1e459c998adc2cb88825584a335bd79a,Merge pull request #8630 from eeckstein/fix-funcmerge,lib/LLVMPasses/LLVMMergeFunctions.cpp,+,assert(selfReferencing || matching);,809,/data/download/swift/apple_swift5_old.cpp,/data/download/swift/apple_swift5_new.cpp
679ddf2a1e459c998adc2cb88825584a335bd79a,Merge pull request #8630 from eeckstein/fix-funcmerge,lib/LLVMPasses/LLVMMergeFunctions.cpp,+,"DEBUG(dbgs() << ""    Erase "" << OrigFunc->getName() << '\n');",917,/data/download/swift/apple_swift5_old.cpp,/data/download/swift/apple_swift5_new.cpp
679ddf2a1e459c998adc2cb88825584a335bd79a,Merge pull request #8630 from eeckstein/fix-funcmerge,lib/LLVMPasses/LLVMMergeFunctions.cpp,+,"assert(Old->use_empty() && ""should have replaced all uses of old function"");",1102,/data/download/swift/apple_swift5_old.cpp,/data/download/swift/apple_swift5_new.cpp
2584078e3c06687aa08120f476320249facbfd34,"MergeFunctions: handle self recursive functions correctly.

First, it fixes a crash where the eliminated function is still referenced.
This shows up if two equivalent self-recursive functions are merged and those functions are internal.
Fixes SR-4514, rdar://problem/31479425

Second, it avoids creating a not needed parameter for really equivalent self recursive functions.",lib/LLVMPasses/LLVMMergeFunctions.cpp,+,assert(selfReferencing || matching);,809,/data/download/swift/apple_swift6_old.cpp,/data/download/swift/apple_swift6_new.cpp
2584078e3c06687aa08120f476320249facbfd34,"MergeFunctions: handle self recursive functions correctly.

First, it fixes a crash where the eliminated function is still referenced.
This shows up if two equivalent self-recursive functions are merged and those functions are internal.
Fixes SR-4514, rdar://problem/31479425

Second, it avoids creating a not needed parameter for really equivalent self recursive functions.",lib/LLVMPasses/LLVMMergeFunctions.cpp,+,"DEBUG(dbgs() << ""    Erase "" << OrigFunc->getName() << '\n');",917,/data/download/swift/apple_swift6_old.cpp,/data/download/swift/apple_swift6_new.cpp
2584078e3c06687aa08120f476320249facbfd34,"MergeFunctions: handle self recursive functions correctly.

First, it fixes a crash where the eliminated function is still referenced.
This shows up if two equivalent self-recursive functions are merged and those functions are internal.
Fixes SR-4514, rdar://problem/31479425

Second, it avoids creating a not needed parameter for really equivalent self recursive functions.",lib/LLVMPasses/LLVMMergeFunctions.cpp,+,"assert(Old->use_empty() && ""should have replaced all uses of old function"");",1102,/data/download/swift/apple_swift6_old.cpp,/data/download/swift/apple_swift6_new.cpp
8e77ea7338cdf0456d8879ed5712fd79e4402178,"Merge pull request #8598 from eeckstein/demangling-extensions

Demangler: fix de- and re-mangling of constrained extensions",lib/Demangling/NodeDumper.cpp,+,"fprintf(stderr, ""NodeStack[%u] at position %zd:\n"", Idx, NodeStack[Idx].Pos);",65,/data/download/swift/apple_swift7_old.cpp,/data/download/swift/apple_swift7_new.cpp
8e77ea7338cdf0456d8879ed5712fd79e4402178,"Merge pull request #8598 from eeckstein/demangling-extensions

Demangler: fix de- and re-mangling of constrained extensions",lib/Demangling/NodeDumper.cpp,+,"fprintf(stderr, ""\n"");",67,/data/download/swift/apple_swift7_old.cpp,/data/download/swift/apple_swift7_new.cpp
8e77ea7338cdf0456d8879ed5712fd79e4402178,"Merge pull request #8598 from eeckstein/demangling-extensions

Demangler: fix de- and re-mangling of constrained extensions",lib/Demangling/NodeDumper.cpp,+,"fprintf(stderr, ""Position = %zd:\n%.*s\n%*s\n"", Pos,",69,/data/download/swift/apple_swift7_old.cpp,/data/download/swift/apple_swift7_new.cpp
fcb88b4084809eacdfbafa4997e2756105d1c5f1,[TBD] Thread enough through to use UniversalLinkageInfo.,lib/FrontendTool/FrontendTool.cpp,-,"return writeTBD(Instance->getMainModule(), opts.getSingleOutputFilename());",528,/data/download/swift/apple_swift8_old.cpp,/data/download/swift/apple_swift8_new.cpp
fcb88b4084809eacdfbafa4997e2756105d1c5f1,[TBD] Thread enough through to use UniversalLinkageInfo.,lib/FrontendTool/FrontendTool.cpp,+,"return writeTBD(Instance->getMainModule(), hasMultipleIRGenThreads,",529,/data/download/swift/apple_swift8_old.cpp,/data/download/swift/apple_swift8_new.cpp
fcb88b4084809eacdfbafa4997e2756105d1c5f1,[TBD] Thread enough through to use UniversalLinkageInfo.,lib/FrontendTool/TBD.cpp,-,"bool swift::writeTBD(ModuleDecl *M, StringRef OutputFilename) {",41,/data/download/swift/apple_swift9_old.cpp,/data/download/swift/apple_swift9_new.cpp
fcb88b4084809eacdfbafa4997e2756105d1c5f1,[TBD] Thread enough through to use UniversalLinkageInfo.,lib/FrontendTool/TBD.cpp,+,"bool swift::writeTBD(ModuleDecl *M, bool hasMultipleIRGenThreads,",41,/data/download/swift/apple_swift9_old.cpp,/data/download/swift/apple_swift9_new.cpp
3c439096869792e209ea74e0d2ba07ee104d9a88,"Merge pull request #8599 from rudkx/propagate-constraints

[Constraint system] Fix some issues with constraint propagation.",lib/Sema/CSPropagate.cpp,+,"assert(!constraint->isDisabled() && ""Unexpected disabled constraint!"");",72,/data/download/swift/apple_swift10_old.cpp,/data/download/swift/apple_swift10_new.cpp
3c439096869792e209ea74e0d2ba07ee104d9a88,"Merge pull request #8599 from rudkx/propagate-constraints

[Constraint system] Fix some issues with constraint propagation.",lib/Sema/CSPropagate.cpp,+,"assert(tyvar && ""Expected type variable!"");",109,/data/download/swift/apple_swift10_old.cpp,/data/download/swift/apple_swift10_new.cpp
1c1e7d7b7979316d99717a28edbc70b693e26139,Merge pull request #8600 from adrian-prantl/31482203,lib/IRGen/DebugTypeInfo.cpp,-,assert((!isArchetype() || (isArchetype() && DC)) &&,33,/data/download/swift/apple_swift11_old.cpp,/data/download/swift/apple_swift11_new.cpp
7dd2828d275d91c48eda81c0fa7a803a211bea2f,"Demangler: add a debug dump function to print the internal state of the demangler.

Useful for debugging the demangler.",lib/Demangling/NodeDumper.cpp,+,"fprintf(stderr, ""NodeStack[%u] at position %zd:\n"", Idx, NodeStack[Idx].Pos);",65,/data/download/swift/apple_swift12_old.cpp,/data/download/swift/apple_swift12_new.cpp
7dd2828d275d91c48eda81c0fa7a803a211bea2f,"Demangler: add a debug dump function to print the internal state of the demangler.

Useful for debugging the demangler.",lib/Demangling/NodeDumper.cpp,+,"fprintf(stderr, ""\n"");",67,/data/download/swift/apple_swift12_old.cpp,/data/download/swift/apple_swift12_new.cpp
7dd2828d275d91c48eda81c0fa7a803a211bea2f,"Demangler: add a debug dump function to print the internal state of the demangler.

Useful for debugging the demangler.",lib/Demangling/NodeDumper.cpp,+,"fprintf(stderr, ""Position = %zd:\n%.*s\n%*s\n"", Pos,",69,/data/download/swift/apple_swift12_old.cpp,/data/download/swift/apple_swift12_new.cpp
991a66fd99741df57583597c1565306e359269d5,"Remove obsolete assertion.

b872127 made this check unncessary because we are now using the
GenericEnvironment to map Archetypes.

rdar://problem/31482203",lib/IRGen/DebugTypeInfo.cpp,-,assert((!isArchetype() || (isArchetype() && DC)) &&,33,/data/download/swift/apple_swift13_old.cpp,/data/download/swift/apple_swift13_new.cpp
88123195c9d4f9493547a253f3bba03d1f637314,"[Constraint system] Fix some issues with constraint propagation.

There are a handful of things, but the primary ones are that we really
don't want to track depth of recursion so much as whether we are
processing at the ""top level"" of constraints we're looking at or not so
that we can determine whether we can disable elements from a
disjunction.

Related, there are places where we can bail out earlier if we know
that *any* neighboring constraint passes.

Also updating the way we gather neighboring constraints to be
independent of the function that simplifies them. The original code was
wrong in that in bailed as soon as one of the simplifications
failed (which meant we might not gather all of them).",lib/Sema/CSPropagate.cpp,+,"assert(!constraint->isDisabled() && ""Unexpected disabled constraint!"");",72,/data/download/swift/apple_swift14_old.cpp,/data/download/swift/apple_swift14_new.cpp
88123195c9d4f9493547a253f3bba03d1f637314,"[Constraint system] Fix some issues with constraint propagation.

There are a handful of things, but the primary ones are that we really
don't want to track depth of recursion so much as whether we are
processing at the ""top level"" of constraints we're looking at or not so
that we can determine whether we can disable elements from a
disjunction.

Related, there are places where we can bail out earlier if we know
that *any* neighboring constraint passes.

Also updating the way we gather neighboring constraints to be
independent of the function that simplifies them. The original code was
wrong in that in bailed as soon as one of the simplifications
failed (which meant we might not gather all of them).",lib/Sema/CSPropagate.cpp,+,"assert(tyvar && ""Expected type variable!"");",109,/data/download/swift/apple_swift14_old.cpp,/data/download/swift/apple_swift14_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"DEBUG(llvm::dbgs() << ""FORWARD "" << TheForwardingValue << ""  to"" << *I);",728,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"DEBUG(llvm::dbgs() << ""WRITE "" << *Inst);",1080,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"DEBUG(llvm::dbgs() << ""READ "" << *Inst);",1084,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"printCtx(llvm::dbgs(), /*Verbose=*/false, /*Sorted=*/true)",1181,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"DEBUG(llvm::dbgs() << ""PROCESS "" << printCtx.getID(BB)",1361,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"BB->print(llvm::dbgs(), printCtx));",1363,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,DEBUG(S.dump(*this));,1386,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"DEBUG(llvm::dbgs() << ""PROCESS "" << printCtx.getID(BB)",1405,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,DEBUG(Forwarder.dump(*this));,1423,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"DEBUG(llvm::dbgs() << ""PROCESS "" << printCtx.getID(BB)",1429,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,DEBUG(Forwarder.dump(*this));,1449,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"DEBUG(llvm::dbgs() << ""PROCESS "" << printCtx.getID(BB) << "" for RLE.\n"");",1455,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,DEBUG(Forwarder.dump(*this));,1472,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,-,"DEBUG(llvm::dbgs() << ""RLE START\n"";",1481,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,-,"getLocation(i).print(llvm::dbgs(), &Fn->getModule());",1484,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,DEBUG(for (unsigned i = 0; i < LocationVault.size(); ++i) {,1550,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
4f52f84939853da8d219e95d6e26e26c6a6d040f,[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"getLocation(i).print(llvm::dbgs(), &Fn->getModule());",1552,/data/download/swift/apple_swift15_old.cpp,/data/download/swift/apple_swift15_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,void SILPrintContext::ID::print(raw_ostream &OS) {,113,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,i.print(OS);,127,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,-,"*this << getID(BB); printBlockArguments(BB); *this << "":"";",554,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,printBlockArguments(BB);,540,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,-,"*this << "", error "" << getID(AI->getErrorBB());",956,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"*this << "", error "" << Ctx.getID(AI->getErrorBB());",942,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"static void printBlockID(raw_ostream &OS, SILBasicBlock *bb) {",1761,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,-,OS << SILPrinter(Ctx).getID(this);,1801,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"printBlockID(OS, this);",1767,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"void SILBasicBlock::print(raw_ostream &OS, SILPrintContext &Ctx) const {",1794,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
7ea54c8927c964a6e534f463c678c94d71aeab33,SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,SILPrinter(Ctx).print(this);,1795,/data/download/swift/apple_swift16_old.cpp,/data/download/swift/apple_swift16_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,ErrorBehaviorKind() : Value(Invalid) {},230,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,ErrorBehaviorKind(inner_t Inner) : Value(Inner) { assert(Value != Invalid); },231,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,bool shouldAssert() const {,233,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,assert(Value != Invalid);,234,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,bool shouldPrintMessage() const {,238,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,assert(Value != Invalid);,239,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,assert(Value != Invalid);,244,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,": Mod(M), Op(Op), BaseValue(BaseValue), ErrorBehavior(ErrorBehavior) {",275,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,bool handleError(llvm::function_ref<void()> &&MessagePrinterFunc) const {,310,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,if (ErrorBehavior.shouldPrintMessage()) {,311,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,MessagePrinterFunc();,312,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"assert(ErrorBehavior.shouldAssert() && ""At this point, we should assert"");",319,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,return handleError([&]() {,341,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,": Result(), Mod(M), TUB(TUB), Value(V), ErrorBehavior(ErrorBehavior),",1256,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"assert(Value && ""Can not initialize a checker with an empty SILValue"");",1258,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
a9d98089c8062ad051dc3edbd3c209e595ac8d67,Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"assert(Result.hasValue() && ""Can not call until check() is called"");",1281,/data/download/swift/apple_swift17_old.cpp,/data/download/swift/apple_swift17_new.cpp
