commit_message,file_name,change_type,log_node,cdg_nodes,ddg_nodes
"Modules: Cache PCMs in memory and avoid a use-after-free

Clang's internal build system for implicit modules uses lock files to
ensure that after a process writes a PCM it will read the same one back
in (without contention from other -cc1 commands).  Since PCMs are read
from disk repeatedly while invalidating, building, and importing, the
lock is not released quickly.  Furthermore, the LockFileManager is not
robust in every environment.  Other -cc1 commands can stall until
timeout (after about eight minutes).

This commit changes the lock file from being necessary for correctness
to a (possibly dubious) performance hack.  The remaining benefit is to
reduce duplicate work in competing -cc1 commands which depend on the
same module.  Follow-up commits will change the internal build system to
continue after a timeout, and reduce the timeout.  Perhaps we should
reconsider blocking at all.

This also fixes a use-after-free, when one part of a compilation
validates a PCM and starts using it, and another tries to swap out the
PCM for something new.

The PCMCache is a new type called MemoryBufferCache, which saves memory
buffers based on their filename.  Its ownership is shared by the
CompilerInstance and ModuleManager.

  - The ModuleManager stores PCMs there that it loads from disk, never
    touching the disk if the cache is hot.

  - When modules fail to validate, they're removed from the cache.

  - When a CompilerInstance is spawned to build a new module, each
    already-loaded PCM is assumed to be valid, and is frozen to avoid
    the use-after-free.

  - Any newly-built module is written directly to the cache to avoid the
    round-trip to the filesystem, making lock files unnecessary for
    correctness.

Original patch by Manman Ren; most testcases by Adrian Prantl!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@298165 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTReader.cpp,-,"[[2309337, u'True', u'ExpressionStatement', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )']]","[[2309338, None, u'CallExpression', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2309351, None, u'Callee', u'assert'], [2309339, None, u'ArgumentList', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2309352, None, u'Identifier', u'assert'], [2309340, None, u'Argument', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2309341, None, u'AndExpression', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2309343, None, u'RelationalExpression', u'ModuleMgr . size ( ) >= 1'], [2309342, None, u'PrimaryExpression', u'""what ASTFile is this then""'], [2309345, None, u'CallExpression', u'ModuleMgr . size ( )'], [2309344, None, u'PrimaryExpression', u'1'], [2309347, None, u'Callee', u'ModuleMgr . size'], [2309346, None, u'ArgumentList', u''], [2309348, None, u'MemberAccess', u'ModuleMgr . size'], [2309350, None, u'Identifier', u'ModuleMgr'], [2309349, None, u'Identifier', u'size'], [2309337, u'True', u'ExpressionStatement', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2309414, u'True', u'CFGEntryNode', u'ENTRY']]","[[2309338, None, u'CallExpression', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2309351, None, u'Callee', u'assert'], [2309339, None, u'ArgumentList', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2309352, None, u'Identifier', u'assert'], [2309340, None, u'Argument', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2309341, None, u'AndExpression', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2309343, None, u'RelationalExpression', u'ModuleMgr . size ( ) >= 1'], [2309342, None, u'PrimaryExpression', u'""what ASTFile is this then""'], [2309345, None, u'CallExpression', u'ModuleMgr . size ( )'], [2309344, None, u'PrimaryExpression', u'1'], [2309347, None, u'Callee', u'ModuleMgr . size'], [2309346, None, u'ArgumentList', u''], [2309348, None, u'MemberAccess', u'ModuleMgr . size'], [2309350, None, u'Identifier', u'ModuleMgr'], [2309349, None, u'Identifier', u'size'], [2309337, u'True', u'ExpressionStatement', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2309354, None, u'IdentifierDecl', u'& ModuleMgr = Reader . getModuleManager ( )'], [2309364, None, u'IdentifierDeclType', u'ModuleManager &'], [2309363, None, u'Identifier', u'ModuleMgr'], [2309355, None, u'AssignmentExpr', u'& ModuleMgr = Reader . getModuleManager ( )'], [2309362, None, u'Identifier', u'ModuleMgr'], [2309356, None, u'CallExpression', u'Reader . getModuleManager ( )'], [2309358, None, u'Callee', u'Reader . getModuleManager'], [2309357, None, u'ArgumentList', u''], [2309359, None, u'MemberAccess', u'Reader . getModuleManager'], [2309361, None, u'Identifier', u'Reader'], [2309360, None, u'Identifier', u'getModuleManager'], [2309353, u'True', u'IdentifierDeclStatement', u'ModuleManager & ModuleMgr = Reader . getModuleManager ( ) ;']]"
"Modules: Cache PCMs in memory and avoid a use-after-free

Clang's internal build system for implicit modules uses lock files to
ensure that after a process writes a PCM it will read the same one back
in (without contention from other -cc1 commands).  Since PCMs are read
from disk repeatedly while invalidating, building, and importing, the
lock is not released quickly.  Furthermore, the LockFileManager is not
robust in every environment.  Other -cc1 commands can stall until
timeout (after about eight minutes).

This commit changes the lock file from being necessary for correctness
to a (possibly dubious) performance hack.  The remaining benefit is to
reduce duplicate work in competing -cc1 commands which depend on the
same module.  Follow-up commits will change the internal build system to
continue after a timeout, and reduce the timeout.  Perhaps we should
reconsider blocking at all.

This also fixes a use-after-free, when one part of a compilation
validates a PCM and starts using it, and another tries to swap out the
PCM for something new.

The PCMCache is a new type called MemoryBufferCache, which saves memory
buffers based on their filename.  Its ownership is shared by the
CompilerInstance and ModuleManager.

  - The ModuleManager stores PCMs there that it loads from disk, never
    touching the disk if the cache is hot.

  - When modules fail to validate, they're removed from the cache.

  - When a CompilerInstance is spawned to build a new module, each
    already-loaded PCM is assumed to be valid, and is frozen to avoid
    the use-after-free.

  - Any newly-built module is written directly to the cache to avoid the
    round-trip to the filesystem, making lock files unnecessary for
    correctness.

Original patch by Manman Ren; most testcases by Adrian Prantl!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@298165 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTReader.cpp,+,"[[2254852, u'True', u'ExpressionStatement', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )']]","[[2254853, None, u'CallExpression', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2254866, None, u'Callee', u'assert'], [2254854, None, u'ArgumentList', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2254867, None, u'Identifier', u'assert'], [2254855, None, u'Argument', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2254856, None, u'AndExpression', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2254858, None, u'RelationalExpression', u'ModuleMgr . size ( ) >= 1'], [2254857, None, u'PrimaryExpression', u'""what ASTFile is this then""'], [2254860, None, u'CallExpression', u'ModuleMgr . size ( )'], [2254859, None, u'PrimaryExpression', u'1'], [2254862, None, u'Callee', u'ModuleMgr . size'], [2254861, None, u'ArgumentList', u''], [2254863, None, u'MemberAccess', u'ModuleMgr . size'], [2254865, None, u'Identifier', u'ModuleMgr'], [2254864, None, u'Identifier', u'size'], [2254852, u'True', u'ExpressionStatement', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2254929, u'True', u'CFGEntryNode', u'ENTRY']]","[[2254853, None, u'CallExpression', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2254866, None, u'Callee', u'assert'], [2254854, None, u'ArgumentList', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2254867, None, u'Identifier', u'assert'], [2254855, None, u'Argument', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2254856, None, u'AndExpression', u'ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then""'], [2254858, None, u'RelationalExpression', u'ModuleMgr . size ( ) >= 1'], [2254857, None, u'PrimaryExpression', u'""what ASTFile is this then""'], [2254860, None, u'CallExpression', u'ModuleMgr . size ( )'], [2254859, None, u'PrimaryExpression', u'1'], [2254862, None, u'Callee', u'ModuleMgr . size'], [2254861, None, u'ArgumentList', u''], [2254863, None, u'MemberAccess', u'ModuleMgr . size'], [2254865, None, u'Identifier', u'ModuleMgr'], [2254864, None, u'Identifier', u'size'], [2254852, u'True', u'ExpressionStatement', u'assert ( ModuleMgr . size ( ) >= 1 && ""what ASTFile is this then"" )'], [2254869, None, u'IdentifierDecl', u'& ModuleMgr = Reader . getModuleManager ( )'], [2254879, None, u'IdentifierDeclType', u'ModuleManager &'], [2254878, None, u'Identifier', u'ModuleMgr'], [2254870, None, u'AssignmentExpr', u'& ModuleMgr = Reader . getModuleManager ( )'], [2254877, None, u'Identifier', u'ModuleMgr'], [2254871, None, u'CallExpression', u'Reader . getModuleManager ( )'], [2254873, None, u'Callee', u'Reader . getModuleManager'], [2254872, None, u'ArgumentList', u''], [2254874, None, u'MemberAccess', u'Reader . getModuleManager'], [2254876, None, u'Identifier', u'Reader'], [2254875, None, u'Identifier', u'getModuleManager'], [2254868, u'True', u'IdentifierDeclStatement', u'ModuleManager & ModuleMgr = Reader . getModuleManager ( ) ;']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,+,"[[2717409, u'True', u'Parameter', u'Preprocessor & PP'], [2717409, u'True', u'Parameter', u'Preprocessor & PP']]","[[2717411, None, u'ParameterType', u'Preprocessor &'], [2717410, None, u'Identifier', u'PP'], [2717409, u'True', u'Parameter', u'Preprocessor & PP'], [2717751, u'True', u'CFGEntryNode', u'ENTRY'], [2717411, None, u'ParameterType', u'Preprocessor &'], [2717410, None, u'Identifier', u'PP'], [2717409, u'True', u'Parameter', u'Preprocessor & PP'], [2717751, u'True', u'CFGEntryNode', u'ENTRY']]","[[2717411, None, u'ParameterType', u'Preprocessor &'], [2717410, None, u'Identifier', u'PP'], [2717409, u'True', u'Parameter', u'Preprocessor & PP'], [2717411, None, u'ParameterType', u'Preprocessor &'], [2717410, None, u'Identifier', u'PP'], [2717409, u'True', u'Parameter', u'Preprocessor & PP']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,+,"[[2717423, u'True', u'ExpressionStatement', u'WritePragmaDiagnosticMappings ( Diags , WritingModule )']]","[[2717424, None, u'CallExpression', u'WritePragmaDiagnosticMappings ( Diags , WritingModule )'], [2717430, None, u'Callee', u'WritePragmaDiagnosticMappings'], [2717425, None, u'ArgumentList', u'Diags'], [2717431, None, u'Identifier', u'WritePragmaDiagnosticMappings'], [2717428, None, u'Argument', u'Diags'], [2717426, None, u'Argument', u'WritingModule'], [2717429, None, u'Identifier', u'Diags'], [2717427, None, u'Identifier', u'WritingModule'], [2717423, u'True', u'ExpressionStatement', u'WritePragmaDiagnosticMappings ( Diags , WritingModule )'], [2717751, u'True', u'CFGEntryNode', u'ENTRY']]","[[2717424, None, u'CallExpression', u'WritePragmaDiagnosticMappings ( Diags , WritingModule )'], [2717430, None, u'Callee', u'WritePragmaDiagnosticMappings'], [2717425, None, u'ArgumentList', u'Diags'], [2717431, None, u'Identifier', u'WritePragmaDiagnosticMappings'], [2717428, None, u'Argument', u'Diags'], [2717426, None, u'Argument', u'WritingModule'], [2717429, None, u'Identifier', u'Diags'], [2717427, None, u'Identifier', u'WritingModule'], [2717423, u'True', u'ExpressionStatement', u'WritePragmaDiagnosticMappings ( Diags , WritingModule )']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,-,"[[2756627, u'True', u'Parameter', u'Preprocessor & PP'], [2756627, u'True', u'Parameter', u'Preprocessor & PP']]","[[2756629, None, u'ParameterType', u'Preprocessor &'], [2756628, None, u'Identifier', u'PP'], [2756627, u'True', u'Parameter', u'Preprocessor & PP'], [2759186, u'True', u'CFGEntryNode', u'ENTRY'], [2756629, None, u'ParameterType', u'Preprocessor &'], [2756628, None, u'Identifier', u'PP'], [2756627, u'True', u'Parameter', u'Preprocessor & PP'], [2759186, u'True', u'CFGEntryNode', u'ENTRY']]","[[2756629, None, u'ParameterType', u'Preprocessor &'], [2756628, None, u'Identifier', u'PP'], [2756627, u'True', u'Parameter', u'Preprocessor & PP'], [2756629, None, u'ParameterType', u'Preprocessor &'], [2756628, None, u'Identifier', u'PP'], [2756627, u'True', u'Parameter', u'Preprocessor & PP']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,+,"[[2717801, u'True', u'Parameter', u'Preprocessor & PP'], [2717801, u'True', u'Parameter', u'Preprocessor & PP'], [2717798, u'True', u'Parameter', u'ASTContext & Context']]","[[2717803, None, u'ParameterType', u'Preprocessor &'], [2717802, None, u'Identifier', u'PP'], [2717801, u'True', u'Parameter', u'Preprocessor & PP'], [2720131, u'True', u'CFGEntryNode', u'ENTRY'], [2717803, None, u'ParameterType', u'Preprocessor &'], [2717802, None, u'Identifier', u'PP'], [2717801, u'True', u'Parameter', u'Preprocessor & PP'], [2720131, u'True', u'CFGEntryNode', u'ENTRY'], [2717800, None, u'ParameterType', u'ASTContext &'], [2717799, None, u'Identifier', u'Context'], [2717798, u'True', u'Parameter', u'ASTContext & Context'], [2720131, u'True', u'CFGEntryNode', u'ENTRY']]","[[2717803, None, u'ParameterType', u'Preprocessor &'], [2717802, None, u'Identifier', u'PP'], [2717801, u'True', u'Parameter', u'Preprocessor & PP'], [2717803, None, u'ParameterType', u'Preprocessor &'], [2717802, None, u'Identifier', u'PP'], [2717801, u'True', u'Parameter', u'Preprocessor & PP'], [2717800, None, u'ParameterType', u'ASTContext &'], [2717799, None, u'Identifier', u'Context'], [2717798, u'True', u'Parameter', u'ASTContext & Context']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,-,"[[2775409, u'True', u'Parameter', u'Sema & SemaRef'], [2775406, u'True', u'Parameter', u'const std :: string & OutputFile'], [2775409, u'True', u'Parameter', u'Sema & SemaRef']]","[[2775411, None, u'ParameterType', u'Sema &'], [2775410, None, u'Identifier', u'SemaRef'], [2775409, u'True', u'Parameter', u'Sema & SemaRef'], [2775548, u'True', u'CFGEntryNode', u'ENTRY'], [2775408, None, u'ParameterType', u'const std :: string &'], [2775407, None, u'Identifier', u'OutputFile'], [2775406, u'True', u'Parameter', u'const std :: string & OutputFile'], [2775548, u'True', u'CFGEntryNode', u'ENTRY'], [2775411, None, u'ParameterType', u'Sema &'], [2775410, None, u'Identifier', u'SemaRef'], [2775409, u'True', u'Parameter', u'Sema & SemaRef'], [2775548, u'True', u'CFGEntryNode', u'ENTRY']]","[[2775411, None, u'ParameterType', u'Sema &'], [2775410, None, u'Identifier', u'SemaRef'], [2775409, u'True', u'Parameter', u'Sema & SemaRef'], [2775408, None, u'ParameterType', u'const std :: string &'], [2775407, None, u'Identifier', u'OutputFile'], [2775406, u'True', u'Parameter', u'const std :: string & OutputFile'], [2775411, None, u'ParameterType', u'Sema &'], [2775410, None, u'Identifier', u'SemaRef'], [2775409, u'True', u'Parameter', u'Sema & SemaRef']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,+,"[[2736338, u'True', u'Parameter', u'Sema & SemaRef'], [2736338, u'True', u'Parameter', u'Sema & SemaRef']]","[[2736340, None, u'ParameterType', u'Sema &'], [2736339, None, u'Identifier', u'SemaRef'], [2736338, u'True', u'Parameter', u'Sema & SemaRef'], [2736477, u'True', u'CFGEntryNode', u'ENTRY'], [2736340, None, u'ParameterType', u'Sema &'], [2736339, None, u'Identifier', u'SemaRef'], [2736338, u'True', u'Parameter', u'Sema & SemaRef'], [2736477, u'True', u'CFGEntryNode', u'ENTRY']]","[[2736340, None, u'ParameterType', u'Sema &'], [2736339, None, u'Identifier', u'SemaRef'], [2736338, u'True', u'Parameter', u'Sema & SemaRef'], [2736340, None, u'ParameterType', u'Sema &'], [2736339, None, u'Identifier', u'SemaRef'], [2736338, u'True', u'Parameter', u'Sema & SemaRef']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,-,"[[2775660, u'True', u'Parameter', u'Sema & SemaRef'], [2775657, u'True', u'Parameter', u'StringRef isysroot'], [2775660, u'True', u'Parameter', u'Sema & SemaRef']]","[[2775662, None, u'ParameterType', u'Sema &'], [2775661, None, u'Identifier', u'SemaRef'], [2775660, u'True', u'Parameter', u'Sema & SemaRef'], [2778576, u'True', u'CFGEntryNode', u'ENTRY'], [2775659, None, u'ParameterType', u'StringRef'], [2775658, None, u'Identifier', u'isysroot'], [2775657, u'True', u'Parameter', u'StringRef isysroot'], [2778576, u'True', u'CFGEntryNode', u'ENTRY'], [2775662, None, u'ParameterType', u'Sema &'], [2775661, None, u'Identifier', u'SemaRef'], [2775660, u'True', u'Parameter', u'Sema & SemaRef'], [2778576, u'True', u'CFGEntryNode', u'ENTRY']]","[[2775662, None, u'ParameterType', u'Sema &'], [2775661, None, u'Identifier', u'SemaRef'], [2775660, u'True', u'Parameter', u'Sema & SemaRef'], [2775659, None, u'ParameterType', u'StringRef'], [2775658, None, u'Identifier', u'isysroot'], [2775657, u'True', u'Parameter', u'StringRef isysroot'], [2775662, None, u'ParameterType', u'Sema &'], [2775661, None, u'Identifier', u'SemaRef'], [2775660, u'True', u'Parameter', u'Sema & SemaRef']]"
"Modules: Use hash of PCM content for SIGNATURE

Change ASTFileSignature from a random 32-bit number to the hash of the
PCM content.

  - Move definition ASTFileSignature to Basic/Module.h so Module and
    ASTSourceDescriptor can use it.

  - Change the signature from uint64_t to std::array<uint32_t,5>.

  - Stop using (saving/reading) the size and modification time of PCM
    files when there is a valid SIGNATURE.

  - Add UNHASHED_CONTROL_BLOCK, and use it to store the SIGNATURE record
    and other records that shouldn't affect the hash.  Because implicit
    modules reuses the same file for multiple levels of -Werror, this
    includes DIAGNOSTIC_OPTIONS and DIAG_PRAGMA_MAPPINGS.

This helps to solve a PCH + implicit Modules dependency issue: PCH files
are handled by the external build system, whereas implicit modules are
handled by internal compiler build system.  This prevents invalidating a
PCH when the compiler overwrites a PCM file with the same content
(modulo the diagnostic differences).

Design and original patch by Manman Ren!

git-svn-id: https://llvm.org/svn/llvm-project/cfe/trunk@297655 91177308-0d34-0410-b5e6-96231b3b80d8",lib/Serialization/ASTWriter.cpp,+,"[[2736589, u'True', u'Parameter', u'Sema & SemaRef'], [2736586, u'True', u'Parameter', u'StringRef isysroot'], [2736589, u'True', u'Parameter', u'Sema & SemaRef']]","[[2736591, None, u'ParameterType', u'Sema &'], [2736590, None, u'Identifier', u'SemaRef'], [2736589, u'True', u'Parameter', u'Sema & SemaRef'], [2739493, u'True', u'CFGEntryNode', u'ENTRY'], [2736588, None, u'ParameterType', u'StringRef'], [2736587, None, u'Identifier', u'isysroot'], [2736586, u'True', u'Parameter', u'StringRef isysroot'], [2739493, u'True', u'CFGEntryNode', u'ENTRY'], [2736591, None, u'ParameterType', u'Sema &'], [2736590, None, u'Identifier', u'SemaRef'], [2736589, u'True', u'Parameter', u'Sema & SemaRef'], [2739493, u'True', u'CFGEntryNode', u'ENTRY']]","[[2736591, None, u'ParameterType', u'Sema &'], [2736590, None, u'Identifier', u'SemaRef'], [2736589, u'True', u'Parameter', u'Sema & SemaRef'], [2736588, None, u'ParameterType', u'StringRef'], [2736587, None, u'Identifier', u'isysroot'], [2736586, u'True', u'Parameter', u'StringRef isysroot'], [2736591, None, u'ParameterType', u'Sema &'], [2736590, None, u'Identifier', u'SemaRef'], [2736589, u'True', u'Parameter', u'Sema & SemaRef']]"
