commit_message,file_name,change_type,log_node,cdg_nodes,neighbor_nodes,condition_lists,store_name,log_loc,cluster_index
[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"[""63139"", ""True"", ""UnaryExpression"", ""++ i""]","[[[""True""], [63142, ""True"", ""i < LocationVault . size ( )"", ""Condition""]], [[""True"", ""False""], [63264, ""True"", ""Kind == ProcessKind :: ProcessNone"", ""Condition""]]]","[["""", [63104, ""True"", ""getLocation ( i ) . print ( llvm :: dbgs ( ) , & Fn -> getModule ( ) )"", ""ExpressionStatement""]], ["""", [63130, ""True"", ""llvm :: dbgs ( ) << \""LSLocation #\"" << i"", ""ExpressionStatement""]], ["""", [63139, ""True"", ""++ i"", ""UnaryExpression""]], ["""", [63151, ""True"", ""unsigned i = 0 ;"", ""ForInit""]]]","[[[""i"", ""LocationVault . size"", ""<""]], [[""ProcessKind"", ""ProcessKind :: ProcessNone"", ""==""]], [[""getLocation ( i ) . print""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[null, ""i""]], [[null, ""i""]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]]]",/data/download/swift/apple_swift15_new.cpp,1550,48
[SILOpt] Redundant load elimination. Add debug output.,lib/SILOptimizer/Transforms/RedundantLoadElimination.cpp,+,"[""63104"", ""True"", ""ExpressionStatement"", ""getLocation ( i ) . print ( llvm :: dbgs ( ) , & Fn -> getModule ( ) )""]","[[[""True""], [63142, ""True"", ""i < LocationVault . size ( )"", ""Condition""]], [[""True"", ""False""], [63264, ""True"", ""Kind == ProcessKind :: ProcessNone"", ""Condition""]]]","[["""", [63130, ""True"", ""llvm :: dbgs ( ) << \""LSLocation #\"" << i"", ""ExpressionStatement""]], ["""", [63139, ""True"", ""++ i"", ""UnaryExpression""]], ["""", [63151, ""True"", ""unsigned i = 0 ;"", ""ForInit""]], ["""", [63104, ""True"", ""getLocation ( i ) . print ( llvm :: dbgs ( ) , & Fn -> getModule ( ) )"", ""ExpressionStatement""]], ["""", [63159, ""True"", ""("", ""Statement""]]]","[[[""i"", ""LocationVault . size"", ""<""]], [[""ProcessKind"", ""ProcessKind :: ProcessNone"", ""==""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[""llvm :: dbgs"", ""\""LSLocation #\"""", ""i"", ""<<"", ""<<""]], [[null, ""i""]], [[null, ""i""]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[null, ""i"", ""i"", ""0"", ""="", null, null]], [[""getLocation ( i ) . print""]]]",/data/download/swift/apple_swift15_new.cpp,1552,48
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""69617"", ""True"", ""Parameter"", ""raw_ostream & OS""]",[],"[["""", [69658, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift16_new.cpp,113,60
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""69676"", ""True"", ""ExpressionStatement"", ""i . print ( OS )""]",[],"[["""", [69666, ""True"", ""SILPrintContext :: ID i"", ""Parameter""]], ["""", [69669, ""True"", ""raw_ostream & OS"", ""Parameter""]], ["""", [69685, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[null, ""i""]], [[null, ""i""]], [[null, ""OS""]], [[null, ""OS""]], [[""ENTRY""]]]",/data/download/swift/apple_swift16_new.cpp,127,85
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,-,"[""89145"", ""True"", ""ExpressionStatement"", ""* this << \"":\""""]",[],"[["""", [89151, ""True"", ""printBlockArguments ( BB )"", ""ExpressionStatement""]], ["""", [89158, ""True"", ""* this << getID ( BB )"", ""ExpressionStatement""]], ["""", [89169, ""True"", ""printBlockArgumentUses ( BB )"", ""ExpressionStatement""]], ["""", [89002, ""True"", ""const SILBasicBlock * BB"", ""Parameter""]]]","[[[""printBlockArguments""]], [[""*"", ""this"", null, ""getID"", ""<<""]], [[""*"", ""this"", null, ""getID"", ""<<""]], [[""*"", ""this"", null, ""getID"", ""<<""]], [[""*"", ""this"", null, ""getID"", ""<<""]], [[""*"", ""this"", null, ""getID"", ""<<""]], [[""printBlockArgumentUses""]], [[null, ""BB""]], [[null, ""BB""]]]",/data/download/swift/apple_swift16_old.cpp,554,86
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""71820"", ""True"", ""ExpressionStatement"", ""printBlockArguments ( BB )""]",[],"[["""", [71827, ""True"", ""* this << Ctx . getID ( BB )"", ""ExpressionStatement""]], ["""", [71840, ""True"", ""printBlockArgumentUses ( BB )"", ""ExpressionStatement""]], ["""", [71669, ""True"", ""const SILBasicBlock * BB"", ""Parameter""]], ["""", [71847, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""*"", ""this"", null, ""Ctx . getID"", ""<<""]], [[""*"", ""this"", null, ""Ctx . getID"", ""<<""]], [[""*"", ""this"", null, ""Ctx . getID"", ""<<""]], [[""*"", ""this"", null, ""Ctx . getID"", ""<<""]], [[""*"", ""this"", null, ""Ctx . getID"", ""<<""]], [[""printBlockArgumentUses""]], [[null, ""BB""]], [[null, ""BB""]], [[""ENTRY""]]]",/data/download/swift/apple_swift16_new.cpp,540,86
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,-,"[""91201"", ""True"", ""ExpressionStatement"", ""* this << \"", error \"" << getID ( AI -> getErrorBB ( ) )""]",[],"[["""", [91219, ""True"", ""* this << \"", normal \"" << getID ( AI -> getNormalBB ( ) )"", ""ExpressionStatement""]], ["""", [91237, ""True"", ""* this << \"") : \"" << AI -> getCallee ( ) -> getType ( )"", ""ExpressionStatement""]], ["""", [91255, ""True"", """", ""ExpressionStatement""]], ["""", [91256, ""True"", "")"", ""Statement""]]]","[[[""*"", ""this"", null, ""\"", normal \"""", ""getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]]]",/data/download/swift/apple_swift16_old.cpp,956,65
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""73892"", ""True"", ""ExpressionStatement"", ""* this << \"", error \"" << Ctx . getID ( AI -> getErrorBB ( ) )""]",[],"[["""", [73912, ""True"", ""* this << \"", normal \"" << Ctx . getID ( AI -> getNormalBB ( ) )"", ""ExpressionStatement""]], ["""", [73932, ""True"", ""* this << \"") : \"" << AI -> getCallee ( ) -> getType ( )"", ""ExpressionStatement""]], ["""", [73950, ""True"", """", ""ExpressionStatement""]], ["""", [73951, ""True"", "")"", ""Statement""]]]","[[[""*"", ""this"", null, ""\"", normal \"""", ""Ctx . getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""Ctx . getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""Ctx . getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""Ctx . getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""Ctx . getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""Ctx . getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"", normal \"""", ""Ctx . getID"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]], [[""*"", ""this"", null, ""\"") : \"""", ""AI -> getCallee ( ) -> getType"", ""<<"", ""<<""]]]",/data/download/swift/apple_swift16_new.cpp,942,65
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""81562"", ""True"", ""Parameter"", ""SILBasicBlock * bb""]",[],"[["""", [81565, ""True"", ""raw_ostream & OS"", ""Parameter""]], ["""", [81586, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[null, ""OS""]], [[null, ""OS""]], [[""ENTRY""]]]",/data/download/swift/apple_swift16_new.cpp,1761,85
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,-,"[""98925"", ""True"", ""ExpressionStatement"", ""OS << SILPrinter ( Ctx ) . getID ( this )""]",[],"[["""", [98941, ""True"", ""SILPrintContext Ctx ( OS ) ;"", ""IdentifierDeclStatement""]], ["""", [98917, ""True"", ""bool PrintType"", ""Parameter""]], ["""", [98920, ""True"", ""raw_ostream & OS"", ""Parameter""]], ["""", [98946, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[null, ""Ctx"", ""OS"", null]], [[null, ""Ctx"", ""OS"", null]], [[null, ""Ctx"", ""OS"", null]], [[null, ""Ctx"", ""OS"", null]], [[null, ""PrintType""]], [[null, ""PrintType""]], [[null, ""OS""]], [[null, ""OS""]], [[""ENTRY""]]]",/data/download/swift/apple_swift16_old.cpp,1801,85
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""81602"", ""True"", ""ExpressionStatement"", ""printBlockID ( OS , this )""]",[],"[["""", [81594, ""True"", ""bool PrintType"", ""Parameter""]], ["""", [81597, ""True"", ""raw_ostream & OS"", ""Parameter""]], ["""", [81611, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[null, ""PrintType""]], [[null, ""PrintType""]], [[null, ""OS""]], [[null, ""OS""]], [[""ENTRY""]]]",/data/download/swift/apple_swift16_new.cpp,1767,85
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""81721"", ""True"", ""Parameter"", ""SILPrintContext & Ctx""]",[],"[["""", [81724, ""True"", ""raw_ostream & OS"", ""Parameter""]], ["""", [81743, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[null, ""OS""]], [[null, ""OS""]], [[""ENTRY""]]]",/data/download/swift/apple_swift16_new.cpp,1794,85
SILPrintContext: support for printing consistent block numbers.,lib/SIL/SILPrinter.cpp,+,"[""81729"", ""True"", ""ExpressionStatement"", ""SILPrinter ( Ctx ) . print ( this )""]",[],"[["""", [81721, ""True"", ""SILPrintContext & Ctx"", ""Parameter""]], ["""", [81724, ""True"", ""raw_ostream & OS"", ""Parameter""]], ["""", [81743, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[null, ""Ctx""]], [[null, ""Ctx""]], [[null, ""OS""]], [[null, ""OS""]], [[""ENTRY""]]]",/data/download/swift/apple_swift16_new.cpp,1795,85
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""99662"", ""True"", ""Parameter"", ""inner_t Inner""]",[],"[["""", [99675, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,231,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""99689"", ""True"", ""ExpressionStatement"", ""assert ( Value != Invalid )""]",[],"[["""", [99698, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,234,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""99712"", ""True"", ""ExpressionStatement"", ""assert ( Value != Invalid )""]",[],"[["""", [99721, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,239,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""99735"", ""True"", ""ExpressionStatement"", ""assert ( Value != Invalid )""]",[],"[["""", [99744, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,244,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""100147"", ""True"", ""Statement"", "")""]","[[[""True""], [100155, ""True"", ""! Result . HasCompatibleOwnership"", ""Condition""]]]","[["""", [100148, ""True"", ""("", ""Statement""]], ["""", [100149, ""True"", ""]"", ""Statement""]], ["""", [100150, ""True"", ""&"", ""Statement""]], ["""", [100151, ""True"", ""["", ""Statement""]]]","[[[""!"", ""Result"", ""HasCompatibleOwnership"", null, null]]]",/data/download/swift/apple_swift17_new.cpp,341,37
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""102896"", ""True"", ""ExpressionStatement"", ""assert ( Value && \""Can not initialize a checker with an empty SILValue\"" )""]",[],"[["""", [102880, ""True"", ""llvm :: SmallPtrSet < SILBasicBlock * , 32 > & VisitedBlocks"", ""Parameter""]], ["""", [102883, ""True"", ""ErrorBehaviorKind ErrorBehavior"", ""Parameter""]], ["""", [102886, ""True"", ""SILValue V"", ""Parameter""]], ["""", [102889, ""True"", ""const TransitivelyUnreachableBlocksInfo & TUB"", ""Parameter""]]]","[[[null, ""VisitedBlocks""]], [[null, ""VisitedBlocks""]], [[null, ""ErrorBehavior""]], [[null, ""ErrorBehavior""]], [[null, ""V""]], [[null, ""V""]], [[null, ""TUB""]], [[null, ""TUB""]]]",/data/download/swift/apple_swift17_new.cpp,1258,70
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""103032"", ""True"", ""ExpressionStatement"", ""assert ( Result . hasValue ( ) && \""Can not call until check() is called\"" )""]",[],"[["""", [103046, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,1281,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""103018"", ""True"", ""ExpressionStatement"", ""assert ( Result . getValue ( ) && \""Can not call if check() returned false\"" )""]",[],"[["""", [103032, ""True"", ""assert ( Result . hasValue ( ) && \""Can not call until check() is called\"" )"", ""ExpressionStatement""]], ["""", [103046, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""assert""]], [[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,1282,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""103112"", ""True"", ""ExpressionStatement"", ""assert ( Result . hasValue ( ) && \""Can not call until check() is called\"" )""]",[],"[["""", [103126, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,1295,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""103098"", ""True"", ""ExpressionStatement"", ""assert ( Result . getValue ( ) && \""Can not call if check() returned false\"" )""]",[],"[["""", [103112, ""True"", ""assert ( Result . hasValue ( ) && \""Can not call until check() is called\"" )"", ""ExpressionStatement""]], ["""", [103126, ""True"", ""ENTRY"", ""CFGEntryNode""]]]","[[[""assert""]], [[""ENTRY""]]]",/data/download/swift/apple_swift17_new.cpp,1296,60
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""103365"", ""True"", ""Statement"", "")""]","[[[""True""], [103374, ""True"", ""LifetimeEndingUser . isCondBranchUser ( )"", ""Condition""]], [[""False""], [103393, ""True"", ""Iter == BlocksWithNonLifetimeEndingUses . end ( )"", ""Condition""]]]","[["""", [103366, ""True"", ""("", ""Statement""]], ["""", [103367, ""True"", ""]"", ""Statement""]], ["""", [103368, ""True"", ""&"", ""Statement""]], ["""", [103369, ""True"", ""["", ""Statement""]]]","[[[null]], [[""Iter"", ""BlocksWithNonLifetimeEndingUses . end"", ""==""]]]",/data/download/swift/apple_swift17_new.cpp,1374,82
Merge pull request #8573 from gottesmm/ownership_verifier_refactoring,lib/SIL/SILOwnershipVerifier.cpp,+,"[""103234"", ""True"", ""Statement"", ""]""]",[],"[["""", [103235, ""True"", ""&"", ""Statement""]], ["""", [103236, ""True"", ""["", ""Statement""]], ["""", [103237, ""True"", ""("", ""Statement""]], ["""", [103238, ""True"", ""handleError"", ""Statement""]]]",[],/data/download/swift/apple_swift17_new.cpp,1400,9
