patch_file,old_file,new_file,patch_hunk_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,edit_words,edit_feature,old_check,old_variable,new_check,new_variable,ddg_codes,ddg_locs,cluster
git-2.0.0_diff_git-2.0.1,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.0/diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_15.cpp,-3322,8,-1,3329,,"die(_(""--follow requires exactly one pathspec""));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_10.cpp,"[[], ['die', '_', 'follow', 'requires', 'exactly', 'one', 'pathspec']]",[-1733342604568160018],[],[],"[""strlen_arg_0_ret"", ""strlen_arg_0_ret""]","[""__ret""]",set([]),set([]),9
git-2.0.0_diff_git-2.0.1,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.0/revision.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/revision.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_17.cpp,-1645,9,-1,1654,,"die(""'%s': not a non-negative integer"", arg + 1);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_11.cpp,"[[], ['die', '%s', 'not', 'a', 'non', 'negative', 'integer', 'arg', '1']]",[8782070273656897294],[],[],"[""atoi_arg_0"", ""atoi_arg_0_ret"", ""starts_with_arg_0_ret""]",[],set([]),set([]),10
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/builtin/index-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/builtin/index-pack.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_25.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_25.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_25.cpp,-783,7,-1,789,,"die(""BUG: parse_object_buffer transmogrified our buffer"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_12.cpp,"[[], ['die', 'BUG', 'parse_object_buffer', 'transmogrified', 'our', 'buffer']]",[1997447674422704716],[],[],"[""memcmp_arg_0_ret"", ""detach_commit_buffer_ret""]",[],set([]),set([]),11
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_31.cpp,-244,36,-1,277,,"die(""cannot read commit object %s"",
			    sha1_to_hex(commit->object.sha1));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_13.cpp,"[[], ['die', 'cannot', 'read', 'commit', 'object', '%s', 'sha1_to_hex', 'commit', 'object', 'sha1']]",[-14561904187827742147],[],[],"[""read_sha1_file_ret""]","[""sha1_to_hex_ret""]",set([]),set([]),12
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_31.cpp,-244,39,-1,280,,"die(""expected commit for %s, got %s"",
			    sha1_to_hex(commit->object.sha1), typename(type));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_14.cpp,"[[], ['die', 'expected', 'commit', 'for', '%s', 'got', '%s', 'sha1_to_hex', 'commit', 'object', 'sha1', 'typename', 'type']]",[1182938276743572345],[],[],"[""typename_arg_0""]","[""sha1_to_hex_ret"", ""typename_ret""]",set([]),set([]),13
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_39.cpp,22,-603,624,-1,"die(""Cannot read commit object %s"",
			    sha1_to_hex(commit->object.sha1));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_15.cpp,"[['die', 'Cannot', 'read', 'commit', 'object', '%s', 'sha1_to_hex', 'commit', 'object', 'sha1'], []]",[14561904187827742147],"[""read_sha1_file_ret""]","[""sha1_to_hex_ret""]",[],[],set([]),set([]),14
git-2.0.1_diff_git-2.0.2,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.1/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.2/pretty.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_39.cpp,25,-603,627,-1,"die(""Expected commit for '%s', got %s"",
			    sha1_to_hex(commit->object.sha1), typename(type));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_16.cpp,"[['die', 'Expected', 'commit', 'for', '%s', 'got', '%s', 'sha1_to_hex', 'commit', 'object', 'sha1', 'typename', 'type'], []]",[-1182938276743572345],"[""typename_arg_0""]","[""sha1_to_hex_ret"", ""typename_ret""]",[],[],set([]),set([]),15
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/blob.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/blob.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_48.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_48.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_48.cpp,10,-4,13,-1,"error(""Object %s is a %s, not a blob"",
		      sha1_to_hex(sha1), typename(obj->type));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_17.cpp,"[['error', 'Object', '%s', 'is', 'a', '%s', 'not', 'a', 'blob', 'sha1_to_hex', 'sha1', 'typename', 'obj', 'type'], []]",[-13804050461478864057],"[""lookup_object_ret""]","[""sha1_to_hex_ret"", ""typename_ret""]",[],[],set([]),set([]),16
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_50.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_50.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_50.cpp,12,-15,26,-1,"error(""Object %s is a %s, not a commit"",
			      sha1_to_hex(sha1), typename(obj->type));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_18.cpp,"[['error', 'Object', '%s', 'is', 'a', '%s', 'not', 'a', 'commit', 'sha1_to_hex', 'sha1', 'typename', 'obj', 'type'], []]",[-16814304842581777789],[],"[""sha1_to_hex_ret"", ""typename_ret""]",[],[],set([]),set([]),17
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/object.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/object.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_51.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_51.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_51.cpp,-138,35,-1,172,,"error(""object %s is a %s, not a %s"",
			      sha1_to_hex(obj->sha1),
			      typename(obj->type), typename(type));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_19.cpp,"[[], ['error', 'object', '%s', 'is', 'a', '%s', 'not', 'a', '%s', 'sha1_to_hex', 'obj', 'sha1', 'typename', 'obj', 'type', 'typename', 'type']]",[20516259860353638003],[],[],[],"[""sha1_to_hex_ret"", ""typename_ret"", ""typename_ret""]",set([]),set([]),18
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/tag.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_53.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_53.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_53.cpp,10,-37,46,-1,"error(""Object %s is a %s, not a tag"",
		      sha1_to_hex(sha1), typename(obj->type));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_20.cpp,"[['error', 'Object', '%s', 'is', 'a', '%s', 'not', 'a', 'tag', 'sha1_to_hex', 'sha1', 'typename', 'obj', 'type'], []]",[-10989868358577541143],"[""lookup_object_ret""]","[""sha1_to_hex_ret"", ""typename_ret""]",[],[],set([]),set([]),19
git-2.0.3_diff_git-2.0.4,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.3/tree.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.4/tree.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_54.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_54.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_54.cpp,10,-180,189,-1,"error(""Object %s is a %s, not a tree"",
		      sha1_to_hex(sha1), typename(obj->type));",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_21.cpp,"[['error', 'Object', '%s', 'is', 'a', '%s', 'not', 'a', 'tree', 'sha1_to_hex', 'sha1', 'typename', 'obj', 'type'], []]",[-14799146515425581552],"[""lookup_object_ret""]","[""sha1_to_hex_ret"", ""typename_ret""]",[],[],set([]),set([]),20
git-2.0.5_diff_git-2.1.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.5/advice.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.0/advice.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_55.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_55.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_55.cpp,21,24,78,81,"error(""'%s' is not possible because you have unmerged files."", me);","error(""%s is not possible because you have unmerged files."", me);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_22.cpp,"[[], []]",[0],[],[],[],[],set([]),set([]),2266
git-2.0.5_diff_git-2.1.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.5/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.0/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_64.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_64.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_64.cpp,-173,21,-1,227,,"die(""internal error in blame::origin_decref"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_23.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_23.cpp,"[[], ['die', 'internal', 'error', 'in', 'blame', 'origin_decref']]",[3277600847522880181],[],[],[],[],set([]),set([]),21
git-2.0.5_diff_git-2.1.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.0.5/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.0/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_patch_hunk_65.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_hunk_65.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_hunk_65.cpp,66,-741,682,-1,"printf(""L %8d l %8d n %8d\n"",
				       lno, ent->lno, ent->num_lines);",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_old_log_24.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_new_log_24.cpp,"[['printf', 'L', '%8d', 'l', '%8d', 'n', '%8d\\n', 'lno', 'ent', 'lno', 'ent', 'num_lines'], []]",[-20497439410778969963],[-1],[-1],[],[],set([]),set([]),22
