class,class_size,patch_file,old_loc,old_log,new_log,function,function_loc,check,variable,edit
131,2,collectd-4.6.1_diff_collectd-4.6.2,-1,,"fprintf (stderr, ""Failed to open types database `%s': %s.\n"",
	file, sstrerror (errno, errbuf, sizeof (errbuf)));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_294.cpp,11,"[""fopen_ret"", null]","[""sstrerror_ret"", null, ""fopen_arg_ret""]","[[], [""fprintf"", ""stderr"", ""Failed"", ""to"", ""open"", ""types"", ""database"", ""%s"", ""%s"", ""\\n"", ""file"", ""sstrerror"", ""errno"", ""errbuf"", ""sizeof"", ""errbuf""]]"
132,2,collectd-4.8.0_diff_collectd-4.8.1,-1,,"fprintf (fhout, ""-1 Internal error\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_321.cpp,90,"[""strsplit_ret""]","[""fclose_arg_ret""]","[[], [""fprintf"", ""fhout"", ""1"", ""Internal"", ""error\\n""]]"
133,2,collectd-4.9.1_diff_collectd-4.9.2,-1,,"fprintf (stderr, ""%s\n"", msg);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_328.cpp,18,"[""llist_head_arg"", null]","[null, ""callback_arg""]","[[], [""fprintf"", ""stderr"", ""%s\\n"", ""msg""]]"
112,2,collectd-4.9.4_diff_collectd-4.9.5,308,"fprintf (stderr, ""lt_dlopen (%s) failed: %s\n"", file, error);","fprintf (stderr, ""ERROR: %s\n"", errbuf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_338.cpp,32,"[""lt_dlopen_ret"", null]","[null, ""ERROR_arg_ret"", ""ERROR_arg_ret""]","[[""lt_dlopen"", ""%s"", ""failed"", ""file"", ""error""], [""ERROR"", ""errbuf""]]"
113,2,collectd-5.0.1_diff_collectd-5.0.2,-1,,"cpy_log_exception(""building meta data"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_362.cpp,10,"[""PyDict_Items_ret""]",[],"[[], [""cpy_log_exception"", ""building"", ""meta"", ""data""]]"
134,3,collectd-5.0.4_diff_collectd-5.0.5,511,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);","PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", value_list.type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_363.cpp,27,"[""plugin_get_ds_ret"", null]","[null, ""plugin_get_ds_arg_ret""]","[[], [""value_list""]]"
135,3,collectd-5.0.4_diff_collectd-5.0.5,623,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);","PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", value_list.type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_366.cpp,28,"[""plugin_get_ds_ret"", ""plugin_write_arg""]","[null, ""plugin_get_ds_arg_ret""]","[[], [""value_list""]]"
136,3,collectd-5.0.4_diff_collectd-5.0.5,882,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);","PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", notification.type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_369.cpp,26,"[""plugin_get_ds_ret"", null]","[null, ""plugin_get_ds_arg_ret""]","[[], [""notification""]]"
115,2,collectd-5.0.5_diff_collectd-5.1.0,528,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", value_list.type);","PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_378.cpp,30,"[""plugin_get_ds_ret"", null]","[null, ""plugin_dispatch_values_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]","[[""value_list""], []]"
116,2,collectd-5.0.5_diff_collectd-5.1.0,541,"PyErr_Format(PyExc_RuntimeError, ""type %s needs %d values, got %i"", value_list.type, ds->ds_num, size);","PyErr_Format(PyExc_RuntimeError, ""type %s needs %d values, got %i"", type, ds->ds_num, size);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_379.cpp,43,"[""PySequence_Length_ret"", ""plugin_get_ds_ret"", null]","[null, ""plugin_dispatch_values_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret"", ""plugin_get_ds_ret"", null, ""PySequence_Length_ret""]","[[""value_list""], []]"
117,2,collectd-5.0.5_diff_collectd-5.1.0,578,"PyErr_Format(PyExc_RuntimeError, ""unknown data type %d for %s"", ds->ds->type, value_list.type);","PyErr_Format(PyExc_RuntimeError, ""unknown data type %d for %s"", ds->ds->type, type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_380.cpp,80,"[""plugin_get_ds_ret"", ""plugin_get_ds_ret"", ""PyArg_ParseTupleAndKeywords_arg_ret"", null]","[null, ""plugin_get_ds_ret"", ""plugin_get_ds_ret"", ""PyArg_ParseTupleAndKeywords_arg_ret"", ""plugin_dispatch_values_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]","[[""value_list""], []]"
118,2,collectd-5.0.5_diff_collectd-5.1.0,636,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", value_list.type);","PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_381.cpp,29,"[""plugin_get_ds_ret"", ""plugin_write_arg""]","[null, ""plugin_write_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]","[[""value_list""], []]"
119,2,collectd-5.0.5_diff_collectd-5.1.0,645,"PyErr_Format(PyExc_RuntimeError, ""type %s needs %d values, got %i"", value_list.type, ds->ds_num, size);","PyErr_Format(PyExc_RuntimeError, ""type %s needs %d values, got %i"", type, ds->ds_num, size);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_382.cpp,38,"[""PySequence_Length_ret"", ""plugin_get_ds_ret"", null]","[null, ""plugin_write_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret"", ""plugin_get_ds_ret"", null, ""PySequence_Length_ret""]","[[""value_list""], []]"
120,2,collectd-5.0.5_diff_collectd-5.1.0,682,"PyErr_Format(PyExc_RuntimeError, ""unknown data type %d for %s"", ds->ds->type, value_list.type);","PyErr_Format(PyExc_RuntimeError, ""unknown data type %d for %s"", ds->ds->type, type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_383.cpp,75,"[""plugin_get_ds_ret"", ""plugin_get_ds_ret"", ""PyArg_ParseTupleAndKeywords_arg_ret"", null]","[null, ""plugin_get_ds_ret"", ""plugin_get_ds_ret"", ""PyArg_ParseTupleAndKeywords_arg_ret"", ""plugin_write_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]","[[""value_list""], []]"
121,2,collectd-5.0.5_diff_collectd-5.1.0,902,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", notification.type);","PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_384.cpp,34,"[""plugin_get_ds_ret"", null]","[null, ""plugin_dispatch_notification_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]","[[""notification""], []]"
137,2,collectd-5.5.3_diff_collectd-5.6.0,145,"fprintf (stderr, ""malloc failed: %s\n"", strerror (errno));","fprintf (stderr, ""calloc failed: %s\n"", strerror (errno));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_413.cpp,21,"[""calloc_ret"", null]","[""strerror_ret"", null]","[[""malloc""], [""calloc""]]"
138,2,collectd-5.5.3_diff_collectd-5.6.0,-1,,"printf(""================================================================\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_422.cpp,10,[null],[],"[[], [""printf"", ""\\n""]]"
139,2,collectd-5.6.1_diff_collectd-5.6.2,849,"PyErr_SetString(PyExc_TypeError, ""This function needs a string or a callable object as its only parameter."");","PyErr_SetString(PyExc_TypeError, ""This function needs a string or a ""
                                       ""callable object as its only ""
                                       ""parameter."");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_427.cpp,9,"[""PyCallable_Check_ret""]",[null],"[[], []]"
146,4,collectd-5.6.2_diff_collectd-5.6.3,168,"fprintf(stderr, ""log_logstash plugin: fopen (%s) failed: %s\n"",
            (log_file == NULL) ? DEFAULT_LOGFILE : log_file,
            sstrerror(errno, errbuf, sizeof(errbuf)));","fprintf(stderr, ""log_logstash plugin: fopen (%s) failed: %s\n"", log_file,
            sstrerror(errno, errbuf, sizeof(errbuf)));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_430.cpp,92,"[""fopen_ret"", null]","[""sstrerror_ret"", null, null, null, null, null]","[[""NULL"", ""DEFAULT_LOGFILE"", ""log_file""], []]"
141,2,collectd-5.6.3_diff_collectd-5.7.0,165,"fprintf(stderr, ""log_logstash plugin: fopen (%s) failed: %s\n"", log_file,
            sstrerror(errno, errbuf, sizeof(errbuf)));","fprintf(stderr, ""log_logstash plugin: fopen (%s) failed: %s\n"",
            (log_file == NULL) ? DEFAULT_LOGFILE : log_file,
            sstrerror(errno, errbuf, sizeof(errbuf)));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_433.cpp,91,"[""fopen_ret"", null]","[""sstrerror_ret"", null, null]","[[], [""NULL"", ""DEFAULT_LOGFILE"", ""log_file""]]"
140,2,collectd-5.7.1_diff_collectd-5.7.2,522,"fprintf(stderr, ""Error: Reading the config file failed!\n""
                    ""Read the syslog for details.\n"");","fprintf(stderr, ""Error: Reading the config file failed!\n""
                    ""Read the logs for details.\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_function_464.cpp,66,"[""cf_read_ret""]",[null],"[[""syslog""], [""logs""]]"
