file,function,loc,log,check,variable,cluster
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_59_last_repos.cpp,87,"fprintf(stderr, ""ERROR: Failed to flush plugin `%s': %s.\n"",
                (plugins[i] == NULL) ? ""(all)"" : plugins[i], lcc_strerror(c))","[""lcc_flush_ret""]","[""lcc_strerror_ret"", null, ""sizeof_arg_ret"", ""size_t"", null, ""sizeof_arg_ret"", ""size_t""]",6
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_59_last_repos.cpp,96,"fprintf(stderr, ""ERROR: Failed to flush plugin `%s', ""
                          ""identifier `%s': %s.\n"",
                  (plugins[i] == NULL) ? ""(all)"" : plugins[i], id,
                  lcc_strerror(c))","[""lcc_flush_ret""]","[""lcc_strerror_ret"", null, ""sizeof_arg_ret"", ""size_t"", null, ""sizeof_arg_ret"", ""size_t"", null]",7
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_60_last_repos.cpp,9,"fprintf(stderr, ""ERROR: listval: Does not accept any arguments.\n"")","[""int""]",[null],152
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_60_last_repos.cpp,23,"fprintf(stderr, ""ERROR: %s\n"", lcc_strerror(c))","[""lcc_listval_ret""]","[""lcc_strerror_ret"", null]",8
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_60_last_repos.cpp,32,"fprintf(stderr, ""ERROR: listval: Failed to convert returned ""
                      ""identifier to a string: %s\n"",
              lcc_strerror(c))","[""lcc_identifier_to_string_ret""]","[""lcc_strerror_ret"", null]",9
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_60_last_repos.cpp,38,"printf(""%s\n"", id)","[""lcc_identifier_to_string_ret""]",[null],151
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,13,"fprintf(stderr, ""ERROR: putval: Missing identifier ""
                    ""and/or value list.\n"")","[""int""]",[null],152
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,43,"fprintf(stderr, ""ERROR: Failed to parse interval as number: %s.\n"",
                  value)","[""strtol_arg_ret"", ""strtol_arg_ret""]","[null, ""strtol_arg_ret""]",168
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,47,"fprintf(stderr, ""WARNING: Ignoring trailing garbage after ""
                          ""interval: %s.\n"",
                  endptr)","[""strtol_arg_ret"", null, ""strtol_arg_ret""]","[null, ""strtol_arg_ret""]",153
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,52,"fprintf(stderr, ""ERROR: putval: Unknown option `%s'.\n"", key)","[""strcasecmp_ret""]","[null, ""strcasecmp_arg_ret""]",150
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,61,"fprintf(stderr, ""ERROR: putval: Invalid value list: %s.\n"", argv[i])","[""strchr_ret"", null]","[null, ""char"", ""int""]",10
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,76,"fprintf(stderr, ""ERROR: Failed to parse time as number: %s.\n"",
                  argv[i])","[""strtol_arg_ret"", ""char"", ""int""]","[null, ""char"", ""int""]",11
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,80,"fprintf(stderr, ""ERROR: Garbage after time: %s.\n"", endptr)","[""strtol_arg_ret"", null, ""strtol_arg_ret""]","[null, ""strtol_arg_ret""]",153
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,116,"fprintf(stderr, ""ERROR: Failed to parse value as number: %s.\n"",
                  argv[i])","[""strtoull_arg_ret"", ""strtoull_arg_ret""]","[null, ""char"", ""int""]",12
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,120,"fprintf(stderr, ""ERROR: Garbage after value: %s.\n"", endptr)","[""strtoull_arg_ret"", null, ""strtoull_arg_ret""]","[null, ""strtoull_arg_ret""]",13
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,132,"fprintf(stderr, ""ERROR: %s\n"", lcc_strerror(c))","[""lcc_putval_ret""]","[""lcc_strerror_ret"", null]",14
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_61_last_repos.cpp,139,"fprintf(stderr, ""ERROR: putval: Missing value list(s).\n"")","[""size_t""]",[null],15
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_62_last_repos.cpp,28,"fprintf(stderr, ""%s: missing command\n"", argv[0])","[""getval_arg"", ""getval_arg""]","[null, ""getopt_arg_ret""]",16
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_62_last_repos.cpp,35,"fprintf(stderr, ""ERROR: Failed to connect to daemon at %s: %s.\n"", address,
            strerror(errno))","[""lcc_connect_ret""]","[""strerror_ret"", null, null]",17
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_62_last_repos.cpp,49,"fprintf(stderr, ""%s: invalid command: %s\n"", argv[0], argv[optind])","[""strcasecmp_ret""]","[null, ""putval_arg_ret"", ""putval_arg_ret"", null]",18
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,39,"fprintf(fh, ""Host: %s\n"", n->host)","[""strlen_ret""]","[""fdopen_ret"", ""notification_t"", null]",175
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,41,"fprintf(fh, ""Plugin: %s\n"", n->plugin)","[""strlen_ret""]","[""fdopen_ret"", ""notification_t"", null]",175
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,43,"fprintf(fh, ""PluginInstance: %s\n"", n->plugin_instance)","[""strlen_ret""]","[""fdopen_ret"", ""notification_t"", null]",175
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,45,"fprintf(fh, ""Type: %s\n"", n->type)","[""strlen_ret""]","[""fdopen_ret"", ""notification_t"", null]",175
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,47,"fprintf(fh, ""TypeInstance: %s\n"", n->type_instance)","[""strlen_ret""]","[""fdopen_ret"", ""notification_t"", null]",175
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,51,"fprintf(fh, ""%s: %s\n"", meta->name, meta->nm_value.nm_string)","[""notification_meta_t"", null, null]","[""fdopen_ret"", ""notification_meta_t"", null, ""notification_meta_t"", null, null]",155
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,53,"fprintf(fh, ""%s: %"" PRIi64 ""\n"", meta->name,
              meta->nm_value.nm_signed_int)","[""notification_meta_t"", null, null]","[""fdopen_ret"", null, ""notification_meta_t"", null, ""notification_meta_t"", null, null]",154
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,56,"fprintf(fh, ""%s: %"" PRIu64 ""\n"", meta->name,
              meta->nm_value.nm_unsigned_int)","[""notification_meta_t"", null, null]","[""fdopen_ret"", null, ""notification_meta_t"", null, ""notification_meta_t"", null, null]",154
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,59,"fprintf(fh, ""%s: %e\n"", meta->name, meta->nm_value.nm_double)","[""notification_meta_t"", null, null]","[""fdopen_ret"", ""notification_meta_t"", null, ""notification_meta_t"", null, null]",155
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,61,"fprintf(fh, ""%s: %s\n"", meta->name,
              meta->nm_value.nm_boolean ? ""true"" : ""false"")","[""notification_meta_t"", null, null]","[""fdopen_ret"", ""notification_meta_t"", null, ""notification_meta_t"", null, null]",155
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/exec.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_143_last_repos.cpp,65,"fprintf(fh, ""\n%s\n"", n->message)","[""notification_meta_t"", null, null]","[""fdopen_ret"", ""notification_t"", null]",19
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/unixsock.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_338_last_repos.cpp,86,"fprintf(fhout, ""-1 Internal error\n"")","[""strsplit_ret""]","[""fclose_arg_ret""]",20
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/unixsock.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_338_last_repos.cpp,106,"fprintf(fhout, ""-1 Unknown command: %s\n"", fields[0]) ","[""strcasecmp_ret""]","[""cmd_handle_flush_arg_ret"", null]",21
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/fscache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_405_last_repos.cpp,8,"printf(""cant open file\n"")","[""fopen_ret"", null]",[],22
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/utils_cmds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_516_last_repos.cpp,26,"cmd_error(CMD_ERROR, err, ""malloc failed."")","[""malloc_ret"", null]","[null, ""cmd_error_handler_t""]",23
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/utils_cmds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_516_last_repos.cpp,84,"cmd_error(CMD_PARSE_ERROR, err, ""Backslash at end of string."")","[""isspace_arg_ret""]","[null, ""cmd_error_handler_t""]",24
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/utils_cmds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_516_last_repos.cpp,102,"cmd_error(CMD_PARSE_ERROR, err, ""Unterminated quoted string."")","[""bool""]","[null, ""cmd_error_handler_t""]",25
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/utils_cmds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_518_last_repos.cpp,7,"cmd_error(CMD_ERROR, err, ""Missing command."")","[""cmd_parse_flush_arg"", ""cmd_parse_flush_arg"", null, ""sizeof_arg"", null]","[null, ""cmd_parse_flush_arg""]",26
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/utils_cmds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_518_last_repos.cpp,34,"cmd_error(CMD_UNKNOWN_COMMAND, err, ""Unknown command `%s'."", command)","[""strcasecmp_ret""]","[null, ""cmd_parse_putval_arg_ret"", ""strcasecmp_arg_ret""]",27
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/utils_cmds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_521_last_repos.cpp,6,"cmd_error(CMD_ERROR, err, ""Invalid argument to cmd_parse_option."")","[""char"", null]","[null, ""cmd_error_handler_t""]",28
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/email.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_806_last_repos.cpp,16,"fprintf(stderr, ""email plugin: `MaxConns' was set to invalid ""
                      ""value %li, will use default %i.\n"",
              tmp, MAX_CONNS)","[""strtol_ret""]","[null, ""strtol_ret"", ""ERROR_arg""]",29
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/email.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_806_last_repos.cpp,24,"fprintf(stderr, ""email plugin: `MaxConns' was set to invalid ""
                      ""value %li, will use hardcoded limit %i.\n"",
              tmp, MAX_CONNS_LIMIT)","[""strtol_ret"", ""ERROR_arg""]","[null, ""strtol_ret"", ""ERROR_arg""]",30
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/log_logstash.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_817_last_repos.cpp,89,"fprintf(stderr, ""log_logstash plugin: fopen (%s) failed: %s\n"", log_file,
            sstrerror(errno, errbuf, sizeof(errbuf)))","[""fopen_ret"", null]","[""sstrerror_ret"", null, null]",156
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/log_logstash.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_817_last_repos.cpp,92,"fprintf(fh, ""%s\n"", buf)","[""fopen_ret"", null]","[""fopen_ret"", ""yajl_gen_get_buf_arg_ret""]",31
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/log_logstash.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_817_last_repos.cpp,105,"fprintf(stderr, ""Could not correctly generate JSON message\n"")","[""fopen_ret"", null]",[null],32
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_849_last_repos.cpp,16,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type)","[""plugin_get_ds_ret"", ""plugin_get_ds_arg_ret"", null]","[null, ""plugin_get_ds_arg_ret""]",158
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_852_last_repos.cpp,5,"PyErr_SetString(PyExc_TypeError, ""Cannot delete this attribute"")","[""Py_INCREF_arg"", null]",[null],159
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_853_last_repos.cpp,5,"PyErr_SetString(PyExc_TypeError, ""Cannot delete this attribute"")","[""Py_INCREF_arg"", null]",[null],159
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_853_last_repos.cpp,16,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", new)","[""plugin_get_ds_ret"", null]",[null],33
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_855_last_repos.cpp,17,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type)","[""plugin_get_ds_ret"", ""plugin_get_ds_arg_ret"", null]","[null, ""plugin_get_ds_arg_ret""]",158
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_856_last_repos.cpp,11,"cpy_log_exception(""building meta data"")","[""PyDict_Items_ret""]",[],34
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_856_last_repos.cpp,79,"cpy_log_exception(""building meta data"")","[""PyErr_Occurred_ret""]",[],35
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_859_last_repos.cpp,34,"PyErr_SetString(PyExc_RuntimeError, ""type not set"")","[""plugin_dispatch_values_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]",[null],36
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_859_last_repos.cpp,40,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", value_list.type)","[""plugin_get_ds_ret"", null]","[null, ""plugin_dispatch_values_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]",37
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_859_last_repos.cpp,45,"PyErr_Format(PyExc_TypeError, ""values must be list or tuple"")","[""PyTuple_Check_ret"", ""PyList_Check_ret"", ""PyArg_ParseTupleAndKeywords_arg_ret"", null]",[null],38
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_859_last_repos.cpp,49,"PyErr_Format(PyExc_TypeError, ""meta must be a dict"")","[""PyDict_Check_ret"", ""PyDict_Check_arg_ret"", null, ""PyDict_Check_arg_ret"", null]",[null],157
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_859_last_repos.cpp,54,"PyErr_Format(PyExc_RuntimeError, ""type %s needs %zu values, got %zu"",
                 value_list.type, ds->ds_num, size)","[""PySequence_Length_ret"", ""plugin_get_ds_ret"", null]","[null, ""plugin_dispatch_values_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret"", ""plugin_get_ds_ret"", null, ""PySequence_Length_ret""]",39
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_859_last_repos.cpp,97,"PyErr_Format(PyExc_RuntimeError, ""unknown data type %d for %s"",
                   ds->ds[i].type, value_list.type)","[""plugin_get_ds_ret"", ""plugin_get_ds_ret"", ""size_t"", ""PyArg_ParseTupleAndKeywords_arg_ret""]","[null, ""plugin_get_ds_ret"", ""plugin_get_ds_ret"", ""size_t"", ""PyArg_ParseTupleAndKeywords_arg_ret"", ""plugin_dispatch_values_arg"", ""PyArg_ParseTupleAndKeywords_arg_ret""]",40
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.8.0/src/pyvalues.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_859_last_repos.cpp,121,"PyErr_SetString(PyExc_RuntimeError,
                    ""error dispatching values, read the logs"")","[""plugin_dispatch_values_ret""]",[null],41
