class,class_size,patch_file,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,loc,log,check,variable,necessity
1989,2,git-2.10.5_diff_git-2.11.0,684,"error(""Failed to delete ref NOTES_MERGE_REF"");","error(_(""failed to delete ref NOTES_MERGE_REF""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_277.cpp,12,"[""delete_ref_ret""]",[],"[[""Failed""], [""_"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/builtin/notes.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_6359_last_repos.cpp,12,"error(_(""failed to delete ref NOTES_MERGE_REF""))","[""delete_ref_ret""]",[],accept-false
1991,2,git-2.10.5_diff_git-2.11.0,1129,"warning(""core.untrackedCache is set to false; ""
				""remove or change it, if you really want to ""
				""enable the untracked cache"");","warning(_(""core.untrackedCache is set to false; ""
				  ""remove or change it, if you really want to ""
				  ""enable the untracked cache""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_315.cpp,229,"[""git_config_get_untracked_cache_ret""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/builtin/update-index.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_6063_last_repos.cpp,221,"warning(_(""core.untrackedCache is set to true; ""
				  ""remove or change it, if you really want to ""
				  ""disable the untracked cache""))","[""git_config_get_untracked_cache_ret""]",[],accept-false
1991,2,git-2.10.5_diff_git-2.11.0,1129,"warning(""core.untrackedCache is set to false; ""
				""remove or change it, if you really want to ""
				""enable the untracked cache"");","warning(_(""core.untrackedCache is set to false; ""
				  ""remove or change it, if you really want to ""
				  ""enable the untracked cache""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_315.cpp,229,"[""git_config_get_untracked_cache_ret""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/builtin/update-index.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_6063_last_repos.cpp,233,"warning(_(""core.untrackedCache is set to false; ""
				  ""remove or change it, if you really want to ""
				  ""enable the untracked cache""))","[""git_config_get_untracked_cache_ret""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_10_last_repos.cpp,3,"die(_(""The remote end hung up upon initial contact""))","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_10_last_repos.cpp,5,"die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""))","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_13_last_repos.cpp,66,"die(""protocol error: unexpected capabilities^{}"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_13_last_repos.cpp,68,"die(""protocol error: multiple capabilities^{}"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/connect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_13_last_repos.cpp,77,"die(""protocol error: unexpected ref after capabilities^{}"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/combine-diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_224_last_repos.cpp,49,"printf(""mode "")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/pkt-line.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_771_last_repos.cpp,13,"die_errno(""packet write with format failed"")","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/pkt-line.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_771_last_repos.cpp,15,"error(""packet write with format failed"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/wt-status.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1147_last_repos.cpp,19,"error(_(""additionally, your index contains uncommitted changes.""))","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/wt-status.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1147_last_repos.cpp,21,"error(_(""cannot %s: Your index contains uncommitted changes.""),
			      _(action))","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/revision.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1269_last_repos.cpp,53,"die(""--stdin given twice?"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/apply.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1308_last_repos.cpp,10,"error(_(""--3way outside a repository""))","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/apply.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1308_last_repos.cpp,24,"error(_(""--cached outside a repository""))","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1631_last_repos.cpp,16,"die(_(""--name-only, --name-status, --check and -s are mutually exclusive""))","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1673_last_repos.cpp,3,warning(_(degrade_cc_to_c_warning)),"[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/diff.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1673_last_repos.cpp,5,warning(_(rename_limit_warning)),"[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/fast-import.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_1846_last_repos.cpp,5,"die(""Only one import-marks command allowed per stream"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/http-fetch.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2079_last_repos.cpp,49,"warning(""http-fetch: use without -a is deprecated.\n""
			""In a future release, -a will become the default."")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/sh-i18n--envsubst.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2928_last_repos.cpp,9,"error (""we won't substitute all variables on stdin for you"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/sh-i18n--envsubst.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2928_last_repos.cpp,29,"error (""too many arguments"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/abspath.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2946_last_repos.cpp,12,"die(""The empty string is not a valid path"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/abspath.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2946_last_repos.cpp,24,"die_errno(""unable to get current working directory"")","[""int""]",[],accept-false
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/remote-curl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3129_last_repos.cpp,7,"error(""remote-curl: usage: git remote-curl <remote> [<url>]"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/remote-curl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3129_last_repos.cpp,39,"die(""remote-curl: fetch attempted without a local repo"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/usage.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4210_last_repos.cpp,15,"warning(""die() called many times. Recursion error or racy threaded death!"")","[""int""]",[],accept-true
2102,4,git-2.10.5_diff_git-2.11.0,50,"die(""Could not read from remote repository.\n\n""
		    ""Please make sure you have the correct access rights\n""
		    ""and the repository exists."");","die(_(""Could not read from remote repository.\n\n""
		      ""Please make sure you have the correct access rights\n""
		      ""and the repository exists.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_323.cpp,5,"[""int""]",[],"[[], [""_""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.14.2/pack-objects.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4561_last_repos.cpp,21,"die(""BUG: Duplicate object in hash"")","[""int""]",[],accept-true
