commit_sha,commit_message,file_name,change_type,log_node,old_log_loc,old_store_name,new_log_loc,new_store_name,old_context_list,new_context_list,old_ddg_list,old_static_list,new_ddg_list,new_static_list,clone_log,clone_location,clone_file_name,clone_context_list,clone_ddg_list,clone_static_list
299975908ada992800791fac7f3739050e0ae2a9,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2017-04-19 (d957e218)

Resolve conflicts in `CMakeLists.txt` in favor of the upstream version.
We will re-apply our logic as needed in following commits.",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""911665"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_17_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_17_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""GnuTLS/%s"" , gnutls_check_version ( NULL ) ) ;",1693:2:52666:52736,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/gtls.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""GnuTLS/%s\""""]"
299975908ada992800791fac7f3739050e0ae2a9,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2017-04-19 (d957e218)

Resolve conflicts in `CMakeLists.txt` in favor of the upstream version.
We will re-apply our logic as needed in following commits.",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""911665"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_17_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_17_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""NSS/%s"" , NSS_VERSION ) ;",2155:2:65100:65152,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/nss.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""NSS/%s\""""]"
299975908ada992800791fac7f3739050e0ae2a9,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2017-04-19 (d957e218)

Resolve conflicts in `CMakeLists.txt` in favor of the upstream version.
We will re-apply our logic as needed in following commits.",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""911665"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_17_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_17_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , OSSL_PACKAGE ) ;",3286:2:97971:98014,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/openssl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]",[]
299975908ada992800791fac7f3739050e0ae2a9,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2017-04-19 (d957e218)

Resolve conflicts in `CMakeLists.txt` in favor of the upstream version.
We will re-apply our logic as needed in following commits.",Utilities/cmcurl/lib/vtls/cyassl.c,0,"[""911665"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_17_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_17_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","size = snprintf ( buffer , size , ""WinSSL"" )",1557:2:55302:55341,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/schannel.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""WinSSL\""""]"
fd7d521c9d70655618db8232d45e5aaf81700f91,"curl 2017-04-19 (d957e218)

Code extracted from:

    https://github.com/curl/curl.git

at commit d957e2189fdc73cef0ff3d1fb58043d354754449 (curl-7_54_0).",lib/vtls/cyassl.c,0,"[""1056096"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_23_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_23_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""axTLS/%s"" , ssl_version ( ) ) ;",686:2:22379:22435,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/axtls.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""axTLS/%s\""""]"
fd7d521c9d70655618db8232d45e5aaf81700f91,"curl 2017-04-19 (d957e218)

Code extracted from:

    https://github.com/curl/curl.git

at commit d957e2189fdc73cef0ff3d1fb58043d354754449 (curl-7_54_0).",lib/vtls/cyassl.c,0,"[""1056096"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_23_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_23_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""wolfSSL/%s"" , wolfSSL_lib_version ( ) ) ;",745:2:24135:24201,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/cyassl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""wolfSSL/%s\""""]"
fd7d521c9d70655618db8232d45e5aaf81700f91,"curl 2017-04-19 (d957e218)

Code extracted from:

    https://github.com/curl/curl.git

at commit d957e2189fdc73cef0ff3d1fb58043d354754449 (curl-7_54_0).",lib/vtls/cyassl.c,0,"[""1056096"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_23_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_23_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""SecureTransport"" ) ;",2506:2:85205:85253,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/darwinssl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""SecureTransport\""""]"
fd7d521c9d70655618db8232d45e5aaf81700f91,"curl 2017-04-19 (d957e218)

Code extracted from:

    https://github.com/curl/curl.git

at commit d957e2189fdc73cef0ff3d1fb58043d354754449 (curl-7_54_0).",lib/vtls/cyassl.c,0,"[""1056096"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_23_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_23_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""GnuTLS/%s"" , gnutls_check_version ( NULL ) ) ;",1693:2:52666:52736,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/gtls.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""GnuTLS/%s\""""]"
fd7d521c9d70655618db8232d45e5aaf81700f91,"curl 2017-04-19 (d957e218)

Code extracted from:

    https://github.com/curl/curl.git

at commit d957e2189fdc73cef0ff3d1fb58043d354754449 (curl-7_54_0).",lib/vtls/cyassl.c,0,"[""1056096"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_23_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_23_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , ""NSS/%s"" , NSS_VERSION ) ;",2155:2:65100:65152,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/nss.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""NSS/%s\""""]"
fd7d521c9d70655618db8232d45e5aaf81700f91,"curl 2017-04-19 (d957e218)

Code extracted from:

    https://github.com/curl/curl.git

at commit d957e2189fdc73cef0ff3d1fb58043d354754449 (curl-7_54_0).",lib/vtls/cyassl.c,0,"[""1056096"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_23_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_23_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","return snprintf ( buffer , size , OSSL_PACKAGE ) ;",3286:2:97971:98014,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/openssl.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]",[]
fd7d521c9d70655618db8232d45e5aaf81700f91,"curl 2017-04-19 (d957e218)

Code extracted from:

    https://github.com/curl/curl.git

at commit d957e2189fdc73cef0ff3d1fb58043d354754449 (curl-7_54_0).",lib/vtls/cyassl.c,0,"[""1056096"", ""True"", ""ReturnStatement"", ""return snprintf ( buffer , size , \""wolfSSL/%s\"" , WOLFSSL_VERSION ) ;""]",724,/data/download/CMake/CMake/Kitware_CMake_23_old.cpp,745,/data/download/CMake/CMake/Kitware_CMake_23_new.cpp,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""]], [[""char *""]]]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","[[[""char *""], ""char *""], [[""size_t""], ""size_t""]]","[""\""wolfSSL/%s\""""]","size = snprintf ( buffer , size , ""WinSSL"" )",1557:2:55302:55341,/data/download/CMake/cmake-master/cmake-master/Utilities/cmcurl/lib/vtls/schannel.c,"[[[""size_t""]], [[""char *""]]]","[[[""size_t""], ""size_t""], [[""char *""], ""char *""]]","[""\""WinSSL\""""]"
33f636264a5d830f67316dc6184f4056b3a3629f,"Merge topic 'update-libarchive'

d49176e9 libarchive: Avoid using isblank
ce8f117f libarchive: Avoid declaration after statement in C code
e0f725f8 libarchive: Fix use of ssize_t in archive_entry.h
ae4861ec libarchive: Define __LA_DEPRECATED consistently
fecb70dd Update CMake pre-cached values for libarchive 3.3.0
a59a7ee9 Merge branch 'upstream-LibArchive' into update-libarchive
c206211a LibArchive 2017-02-19 (100ee75a)
cdce7c61 libarchive: Update script to get 3.3.0",Utilities/cmlibarchive/libarchive/archive_read_support_filter_xz.c,1,"[""1087488"", ""True"", ""ExpressionStatement"", ""archive_set_error ( & self -> archive -> archive , ENOMEM , \""Can't allocate data for lzma decompression\"" )""]",790,/data/download/CMake/CMake/Kitware_CMake_28_old.cpp,747,/data/download/CMake/CMake/Kitware_CMake_28_new.cpp,"[[[""struct private_data *"", ""NULL"", ""=="", ""void *"", ""NULL"", ""=="", ""||""]]]",[],"[[[""struct archive_read_filter *""], ""struct archive_read_filter *""], [[""struct archive_read_filter *"", ""name"", ""\""lzma\"""", ""=""], ""* self""]]","[""\""Can't allocate data for lzma decompression\""""]",[],[],"archive_set_error ( & self -> archive -> archive , ENOMEM , ""Can't allocate data for bzip2 decompression"" )",202:2:5888:5991,/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_filter_bzip2.c,"[[[""struct private_data *"", ""NULL"", ""=="", ""void *"", ""NULL"", ""=="", ""||""]]]","[[[""struct archive_read_filter *""], ""struct archive_read_filter *""], [[""struct archive_read_filter *"", ""name"", ""\""bzip2\"""", ""=""], ""* self""]]","[""\""Can't allocate data for bzip2 decompression\""""]"
