class,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,loc,log,check,variable,cluster
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/prefork/prefork.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3102.cpp,24,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGINT)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/prefork/prefork.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3102.cpp,29,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGXCPU)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/prefork/prefork.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3102.cpp,34,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGXFSZ)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/prefork/prefork.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3102.cpp,39,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGPIPE)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/prefork/prefork.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3102.cpp,49,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGHUP)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/event/event.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3143.cpp,16,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGTERM)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/event/event.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3143.cpp,25,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGINT)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/event/event.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3143.cpp,31,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGXCPU)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/event/event.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3143.cpp,37,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGXFSZ)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/event/event.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3143.cpp,43,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGPIPE)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/event/event.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3143.cpp,53,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGHUP)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/worker/worker.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3203.cpp,16,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGTERM)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/worker/worker.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3203.cpp,25,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGINT)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/worker/worker.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3203.cpp,31,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGXCPU)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/worker/worker.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3203.cpp,37,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGXFSZ)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/worker/worker.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3203.cpp,43,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGPIPE)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/worker/worker.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3203.cpp,53,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                     ""sigaction(SIGHUP)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/mpmt_os2/mpmt_os2.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3239.cpp,9,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGTERM)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/mpmt_os2/mpmt_os2.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3239.cpp,12,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGINT)"")","[""sigaction_ret""]","[null, null, null, null]",1981
4765,436,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf,
                         ""sigaction(SIGBUS)"");","ap_fatal_signal_setup(ap_server_conf, pconf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_function_259.cpp,20,"[""sigaction_ret""]","[null, null, null, null]","[[u'ap_log_error', u'APLOG_MARK', u'APLOG_WARNING', u'errno', u'sigaction', u'SIGBUS'], [u'ap_fatal_signal_setup', u'pconf']]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.3.8/server/mpm/mpmt_os2/mpmt_os2.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_repos_function_3239.cpp,17,"ap_log_error(APLOG_MARK, APLOG_WARNING, errno, ap_server_conf, ""sigaction(SIGHUP)"")","[""sigaction_ret""]","[null, null, null, null]",1981
