patch_file,old_file,new_file,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,edit_words,edit_feature,old_check,old_variable,new_check,new_variable,ddg_codes,ddg_locs
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_12.cpp,-1,685,,"ap_log_error(APLOG_MARK, APLOG_DEBUG, 0, r->server,
                             ""cache: Response length still unknown, setting ""
                             ""aside content for url: %s"", url);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_10.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_DEBUG', '0', 'r', 'server', 'cache', 'Response', 'length', 'still', 'unknown', 'setting', 'aside', 'content', 'for', 'url', '%s', 'url']]",[-8004519144198346637L],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_13.cpp,650,756,"ap_log_error(APLOG_MARK, APLOG_DEBUG, 0, r->server,
                 ""cache: Caching url: %s"", url);","r(APLOG_MARK, APLOG_DEBUG, 0, r->server,
                 ""cache: Caching url: %s"", url);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_11.cpp,"[['ap_log_error'], ['r']]",[-8710158949840067588],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,1007,1123,"ap_register_output_filter(""CACHE_IN"", 
                              cache_in_filter, 
                              NULL,
                              AP_FTYPE_CONTENT_SET);","cache_in_filter_handle = 
        ap_register_output_filter(""CACHE_IN"", 
                                  cache_in_filter, 
                                  NULL,
                                  AP_FTYPE_CONTENT_SET-1);",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_12.cpp,"[[], ['cache_in_filter_handle', '1']]",[7046736504590391016],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,1015,1132,"ap_register_output_filter(""CACHE_OUT"", 
                              cache_out_filter, 
                              NULL,
                              AP_FTYPE_CONTENT_SET-1);","cache_out_filter_handle = 
        ap_register_output_filter(""CACHE_OUT"", 
                                  cache_out_filter, 
                                  NULL,
                                  AP_FTYPE_CONTENT_SET-1);",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_13.cpp,"[[], ['cache_out_filter_handle']]",[-5753820961477159118],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,1019,1137,"ap_register_output_filter(""CACHE_CONDITIONAL"", 
                              cache_conditional_filter, 
                              NULL,
                              AP_FTYPE_CONTENT_SET);","cache_conditional_filter_handle =
        ap_register_output_filter(""CACHE_CONDITIONAL"", 
                                  cache_conditional_filter, 
                                  NULL,
                                  AP_FTYPE_CONTENT_SET);",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_14.cpp,"[[], ['cache_conditional_filter_handle']]",[5691221388313011326],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,-1,1124,,"(""CACHE_IN"";",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_15.cpp,"[[], ['CACHE_IN']]",[5278832474080607972],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,-1,1133,,"(""CACHE_OUT"";",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_16.cpp,"[[], ['CACHE_OUT']]",[-1100769211284472654],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/experimental/mod_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,-1,1138,,"(""CACHE_CONDITIONAL"";",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_17.cpp,"[[], ['CACHE_CONDITIONAL']]",[4239115912727938438],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/http/http_protocol.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/http/http_protocol.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_18.cpp,-1,2305,,"ap_rputs(custom_response + 1, r);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_18.cpp,"[[], ['ap_rputs', 'custom_response', '1', 'r']]",[-11107620546238381725L],[],[],"[""make_allow_ret"", ""make_allow_ret""]","[""make_allow_ret"", ""make_allow_ret""]",set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_19.cpp,-1,893,,"ap_log_rerror(APLOG_MARK, APLOG_ERR, APR_EGENERAL, r,
                ""log writer isn't correctly setup"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_19.cpp,"[[], ['ap_log_rerror', 'APLOG_MARK', 'APLOG_ERR', 'APR_EGENERAL', 'r', 'log', 'writer', 'isn', 't', 'correctly', 'setup']]",[-11284111616494534687L],[],[],[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_20.cpp,1104,-1,"ap_log_error(APLOG_MARK, APLOG_ERR, APR_EBADPATH, s,
                         ""invalid transfer log path %s."", cls->fname);",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_20.cpp,"[['ap_log_error', 'APLOG_MARK', 'APLOG_ERR', 'APR_EBADPATH', 's', 'invalid', 'transfer', 'log', 'path', '%s', 'cls', 'fname'], []]",[-10913422921853231763L],"[""apr_pool_userdata_set_ret""]","[""apr_pool_userdata_set_ret""]",[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_20.cpp,1110,-1,"ap_log_error(APLOG_MARK, APLOG_ERR, status, s,
                         ""could not open transfer log file %s."", fname);",,7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_21.cpp,"[['ap_log_error', 'APLOG_MARK', 'APLOG_ERR', 'status', 's', 'could', 'not', 'open', 'transfer', 'log', 'file', '%s', 'fname'], []]",[-30427783460162574784L],"[""apr_file_open_ret""]","[""apr_pool_userdata_set_ret"", ""apr_pool_userdata_set_ret""]",[],[],set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_21.cpp,-1,1267,,"ap_log_error(APLOG_MARK, APLOG_ERR, APR_EBADPATH, s,
                            ""invalid transfer log path %s."", name);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_22.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_ERR', 'APR_EBADPATH', 's', 'invalid', 'transfer', 'log', 'path', '%s', 'name']]",[3492891657972762371L],[],[],"[""ap_server_root_relative_ret""]","[""ap_log_error_arg_4""]",set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/loggers/mod_log_config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_21.cpp,-1,1273,,"ap_log_error(APLOG_MARK, APLOG_ERR, rv, s,
                            ""could not open transfer log file %s."", fname);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_23.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_23.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_ERR', 'rv', 's', 'could', 'not', 'open', 'transfer', 'log', 'file', '%s', 'fname']]",[36163752357298286242L],[],[],"[""apr_file_open_ret""]","[""apr_file_open_ret""]",set([]),set([])
httpd-2.0.40_diff_httpd-2.0.42,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.40/modules/proxy/proxy_http.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.42/modules/proxy/proxy_http.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_24.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_24.cpp,-1,740,,"ap_log_error(APLOG_MARK, APLOG_WARNING, 0,
                             r->server, ""proxy: bad HTTP/%d.%d status line ""
                             ""returned by %s (%s)"", major, minor, r->uri,
                             r->method);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_24.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_24.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_WARNING', '0', 'r', 'server', 'proxy', 'bad', 'HTTP/%d', '%d', 'status', 'line', 'returned', 'by', '%s', '%s', 'major', 'minor', 'r', 'uri', 'r', 'method']]",[9535150960553634311L],[],[],[],[],set([]),set([])
