class,class_size,patch_file,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,calls,types,necessity
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/sequencer.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2126_git-2.1.4.cpp,"[""sequencer_rollback"", ""get_sha1"", ""sha1_object_info"", ""save_opts"", ""sequencer_continue"", ""die"", ""walk_revs_populate_todo"", ""sha1_to_hex"", ""create_seq_dir"", ""pick_commits"", ""single_pick"", ""assert"", ""prepare_revision_walk"", ""save_head"", ""_"", ""error"", ""get_revision"", ""remove_sequencer_state"", ""strlen"", ""lookup_commit_reference_gently"", ""read_and_refresh_cache""]","["" struct commit_list"", ""int"", ""unsigned char"", "" struct replay_opts"", ""char"", "" struct commit"", "" enum object_type""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/reachable.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2140_git-2.1.4.cpp,"[""head_ref"", ""add_cache_refs"", ""display_progress"", ""for_each_reflog"", ""die"", ""for_each_ref"", ""prepare_revision_walk"", ""walk_commit_list""]","[""int"", ""void"", "" struct rev_info"", "" struct progress"", "" struct connectivity_progress""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/bisect.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2660_git-2.1.4.cpp,"[""mark_edges_uninteresting"", ""die"", ""prepare_revision_walk""]","[""void"", "" struct rev_info""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2729_git-2.1.4.cpp,"[""setup_revisions"", ""init_revisions"", ""add_pending_object"", ""sha1_to_hex"", ""prepare_revision_walk"", ""get_merge_bases""]","[""int"", ""char"", "" struct rev_info"", "" struct commit"", "" struct commit_list""]",accpept-true
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2738_git-2.1.4.cpp,"[""find_unpushed_submodule_commits"", ""setup_revisions"", ""ARRAY_SIZE"", ""die"", ""init_revisions"", ""strbuf_release"", ""free"", ""sha1_to_hex"", ""strbuf_addf"", ""xstrdup"", ""get_revision"", ""prepare_revision_walk"", ""reset_revision_walk""]","["" struct rev_info"", ""int"", ""unsigned char"", ""char"", "" struct commit"", "" struct strbuf"", "" struct string_list""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2746_git-2.1.4.cpp,"[""argv_array_push"", ""diff_flush"", ""DIFF_OPT_SET"", ""setup_revisions"", ""argv_array_clear"", ""die"", ""init_revisions"", ""sha1_array_for_each_unique"", ""diff_setup"", ""diff_setup_done"", ""diffcore_std"", ""sha1_array_clear"", ""get_revision"", ""diff_tree_sha1"", ""prepare_revision_walk""]","["" struct rev_info"", "" struct commit_list"", "" struct argv_array"", "" struct commit"", ""void"", "" struct diff_options""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/submodule.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2751_git-2.1.4.cpp,"[""memset"", ""snprintf"", ""ARRAY_SIZE"", ""die"", ""init_revisions"", ""free"", ""add_object_array"", ""sha1_to_hex"", ""setup_revisions"", ""in_merge_bases"", ""get_revision"", ""prepare_revision_walk"", ""reset_revision_walk""]","["" struct rev_info"", ""int"", "" struct object_array"", ""char"", "" struct commit"", "" struct object"", "" struct setup_revision_opt""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/http-push.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_2943_git-2.1.4.cpp,"[""init_revisions"", ""remote_exists"", ""memset"", ""mark_edges_uninteresting"", ""git_setup_gettext"", ""fprintf"", ""setup_git_directory"", ""printf"", ""run_request_queue"", ""prepare_revision_walk"", ""strlen"", ""strchr"", ""sha1_to_hex"", ""locking_available"", ""setup_revisions"", ""sigchain_push_common"", ""str_end_url_with_slash"", ""fetch_indices"", ""lock_remote"", ""strcpy"", ""hashcpy"", ""release_request"", ""usage"", ""get_local_heads"", ""is_null_sha1"", ""xstrdup"", ""sprintf"", ""http_init"", ""finish_all_active_slots"", ""get_dav_remote_heads"", ""update_remote_info_refs"", ""free"", ""ref_newer"", ""unlock_remote"", ""check_locks"", ""xcalloc"", ""hashcmp"", ""strstr"", ""get_delta"", ""die"", ""update_remote"", ""has_sha1_file"", ""delete_remote_branch"", ""git_extract_argv0_path"", ""http_cleanup"", ""error"", ""xmalloc"", ""match_push_refs"", ""strcmp""]","["" struct rev_info"", "" struct remote_lock"", "" struct transfer_request"", ""int"", ""char"", "" struct ref""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/remote.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3339_git-2.1.4.cpp,"[""lookup_commit_reference"", ""read_ref"", ""init_revisions"", ""clear_commit_marks"", ""sha1_to_hex"", ""setup_revisions"", ""strcpy"", ""get_revision"", ""prepare_revision_walk""]","["" struct rev_info"", ""int"", ""unsigned char"", ""char"", "" struct commit"", "" struct branch""]",accpept-true
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/builtin/blame.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_3940_git-2.1.4.cpp,"[""OPT_BOOL"", ""OPT_STRING_LIST"", ""find_alignment"", ""usage"", ""parse_options_step"", ""DIFF_OPT_CLR"", ""textconv_object"", ""get_origin"", ""memset"", ""blame_sort"", ""OPT__ABBREV"", ""printf"", ""add_pending_object"", ""fake_working_tree_commit"", ""sha1_to_hex"", ""setup_revisions"", ""OPT_BIT"", ""range_set_release"", ""add_prefix"", ""init_revisions"", ""die_errno"", ""coalesce"", ""DIFF_OPT_TST"", ""exit"", ""N_"", ""fill_blob_sha1_and_mode"", ""range_set_append_unsafe"", ""origin_decref"", ""is_null_sha1"", ""xstrdup"", ""DIFF_OPT_SET"", ""OPT_STRING"", ""setup_work_tree"", ""assign_blame"", ""prepare_final"", ""parse_options_start"", ""prio_queue_put"", ""free"", ""git_config"", ""prepare_lines"", ""origin_incref"", ""parse_range_arg"", ""read_ancestry"", ""sort_and_merge_range_set"", ""read_sha1_file"", ""_"", ""parse_revision_opt"", ""read_mailmap"", ""xcalloc"", ""has_string_in_work_tree"", ""string_list_append"", ""setup_pager"", ""die"", ""strcmp"", ""xmemdupz"", ""parse_options_end"", ""range_set_init"", ""prepare_initial"", ""output"", ""prepare_revision_walk"", ""usage_with_options"", ""utf8_strwidth"", ""string_list_clear""]","["" struct parse_opt_ctx_t"", "" struct rev_info"", ""int"", "" struct origin"", "" struct option"", ""long"", ""char"", "" struct range_set"", "" enum object_type"", "" struct scoreboard"", "" struct blame_entry"", "" struct string_list"", "" struct range"", ""unsigned int""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/builtin/checkout.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4004_git-2.1.4.cpp,"[""setup_revisions"", ""clear_commit_marks_for_object_array"", ""add_pending_sha1"", ""init_revisions"", ""free"", ""add_pending_object"", ""sha1_to_hex"", ""for_each_ref"", ""describe_detached_head"", ""prepare_revision_walk"", ""_"", ""suggest_reattach""]","[""void""]",accpept-true
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/builtin/shortlog.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4078_git-2.1.4.cpp,"[""get_revision"", ""die"", ""shortlog_add_commit"", ""prepare_revision_walk"", ""_""]","["" struct commit"", "" struct shortlog"", ""void"", "" struct rev_info""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/builtin/commit.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4121_git-2.1.4.cpp,"[""read_mailmap"", ""setup_revisions"", ""clear_mailmap"", ""init_revisions"", ""strbuf_release"", ""strbuf_addf"", ""strbuf_detach"", ""_"", ""get_revision"", ""prepare_revision_walk"", ""format_commit_message""]","["" struct rev_info"", "" struct commit"", ""char"", ""int"", "" struct pretty_print_context"", "" struct strbuf"", "" struct string_list""]",accpept-true
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/builtin/branch.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4339_git-2.1.4.cpp,"[""memset"", ""print_ref_item"", ""die"", ""free_ref_list"", ""init_revisions"", ""qsort"", ""add_pending_object"", ""sha1_to_hex"", ""calc_maxwidth"", ""for_each_rawref"", ""lookup_commit_reference_gently"", ""error"", ""show_detached"", ""prepare_revision_walk"", ""match_patterns"", ""_"", ""strcmp""]","["" struct commit_list"", ""int"", "" struct ref_list"", ""char"", "" struct commit"", "" struct append_ref_cb""]",accpept-true
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4576_git-2.1.4.cpp,"[""setup_early_output"", ""die"", ""diff_result_code"", ""DIFF_OPT_TST"", ""finish_early_output"", ""get_revision"", ""log_tree_commit"", ""prepare_revision_walk"", ""free_commit_list"", ""_"", ""free_commit_buffer""]","[""int"", "" struct commit"", "" struct rev_info""]",accept-false-variable
1390,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/repos/git-2.1.4/builtin/log.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_repos_function_4590_git-2.1.4.cpp,"[""die"", ""init_revisions"", ""init_patch_ids"", ""add_pending_object"", ""clear_commit_marks"", ""get_revision"", ""add_commit_patch_id"", ""prepare_revision_walk"", ""_""]","["" struct rev_info"", "" struct commit"", ""void"", ""unsigned"", "" struct object"", "" struct patch_ids""]",accept-false-variable
