patch_file,old_file,new_file,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,edit_words,edit_feature
patch-unified-0-1,apache_1.3.0/src/main/http_main.c,apache_1.3.1/src/main/http_main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_13.cpp,-1,1056,,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_DEBUG, NULL,
	    ""ap_set_callback_and_alarm: possible nested timer!"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_10.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_NOERRNO', 'APLOG_DEBUG', 'NULL', 'ap_set_callback_and_alarm', 'possible', 'nested', 'timer']]",[-36370884020711657080L]
patch-unified-0-1,apache_1.3.0/src/main/http_main.c,apache_1.3.1/src/main/http_main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,-1,2560,,"ap_log_error(APLOG_MARK, APLOG_WARNING, server_conf, ""sigaction(SIGILL)"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_11.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_WARNING', 'server_conf', 'sigaction', 'SIGILL']]",[9427412952853751524L]
patch-unified-0-1,apache_1.3.0/src/main/http_main.c,apache_1.3.1/src/main/http_main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_15.cpp,2744,-1,"fprintf(stderr, ""Configuring Apache for use with suexec wrapper.\n"");",,3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_12.cpp,"[['fprintf', 'stderr', 'Configuring', 'Apache', 'for', 'use', 'with', 'suexec', 'wrapper', '\\n'], []]",[14160179187962776821L]
patch-unified-0-1,apache_1.3.0/src/main/http_main.c,apache_1.3.1/src/main/http_main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_16.cpp,-1,4077,,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_INFO, server_conf,
		         ""suEXEC mechanism enabled (wrapper: %s)"", SUEXEC_BIN);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_13.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_NOERRNO', 'APLOG_INFO', 'server_conf', 'suEXEC', 'mechanism', 'enabled', 'wrapper', '%s', 'SUEXEC_BIN']]",[4801812331402908625L]
patch-unified-0-1,apache_1.3.0/src/main/http_main.c,apache_1.3.1/src/main/http_main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_17.cpp,-1,4324,,"fprintf(stderr, ""Syntax OK\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_14.cpp,"[[], ['fprintf', 'stderr', 'Syntax', 'OK\\n']]",[-10901427162508944199L]
patch-unified-0-1,apache_1.3.0/src/main/http_main.c,apache_1.3.1/src/main/http_main.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_18.cpp,-1,5495,,"fprintf(stderr, ""Syntax OK\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_15.cpp,"[[], ['fprintf', 'stderr', 'Syntax', 'OK\\n']]",[-10901427162508944199L]
patch-unified-0-1,apache_1.3.0/src/main/util_script.c,apache_1.3.1/src/main/util_script.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_31.cpp,617,674,"ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			""setrlimit(RLIMIT_AS): failed to set memory usage limit"");","ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			 ""setrlimit(RLIMIT_AS): failed to set memory ""
			 ""usage limit"");",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_16.cpp,"[[], []]",[0]
patch-unified-0-1,apache_1.3.0/src/main/util_script.c,apache_1.3.1/src/main/util_script.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_31.cpp,622,682,"ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			""setrlimit(RLIMIT_DATA): failed to set memory usage limit"");","ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			 ""setrlimit(RLIMIT_DATA): failed to set memory ""
			 ""usage limit"");",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_17.cpp,"[[], []]",[0]
patch-unified-0-1,apache_1.3.0/src/main/util_script.c,apache_1.3.1/src/main/util_script.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_31.cpp,627,690,"ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			""setrlimit(RLIMIT_VMEM): failed to set memory usage limit"");","ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			 ""setrlimit(RLIMIT_VMEM): failed to set memory ""
			 ""usage limit"");",3,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_18.cpp,"[[], []]",[0]
patch-unified-0-1,apache_1.3.0/src/main/util_script.c,apache_1.3.1/src/main/util_script.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_32.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_32.cpp,-1,855,,"ap_log_error(APLOG_MARK, APLOG_ERR|APLOG_NOERRNO, r->server,
		""%s is not executable; ensure interpreted scripts have ""
		""\""#!\"" first line"", 
		r->filename);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_19.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_ERR', 'APLOG_NOERRNO', 'r', 'server', '%s', 'is', 'not', 'executable', 'ensure', 'interpreted', 'scripts', 'have', '\\', '\\', 'first', 'line', 'r', 'filename']]",[26531232175069267485L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_cache.c,apache_1.3.1/src/modules/proxy/proxy_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_34.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_34.cpp,-1,208,,"ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			 ""proxy: fork() for cache cleanup failed"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_20.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_ERR', 'r', 'server', 'proxy', 'fork', 'for', 'cache', 'cleanup', 'failed']]",[-17410758960230748828L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_cache.c,apache_1.3.1/src/modules/proxy/proxy_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_34.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_34.cpp,-1,220,,"ap_log_error(APLOG_MARK, APLOG_ERR, r->server,
			 ""proxy: fork(2nd) for cache cleanup failed"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_21.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_ERR', 'r', 'server', 'proxy', 'fork', '2nd', 'for', 'cache', 'cleanup', 'failed']]",[-18373302364246986125L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_cache.c,apache_1.3.1/src/modules/proxy/proxy_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_34.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_34.cpp,-1,229,,"fprintf(stderr, ""httpd: setsid failed\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_22.cpp,"[[], ['fprintf', 'stderr', 'httpd', 'setsid', 'failed\\n']]",[-22786061440972157334L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_cache.c,apache_1.3.1/src/modules/proxy/proxy_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_34.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_34.cpp,-1,235,,"fprintf(stderr, ""httpd: setpgrp or getpgrp failed\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_23.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_23.cpp,"[[], ['fprintf', 'stderr', 'httpd', 'setpgrp', 'or', 'getpgrp', 'failed\\n']]",[-4146216289492643587L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_cache.c,apache_1.3.1/src/modules/proxy/proxy_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_34.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_34.cpp,-1,241,,"fprintf(stderr, ""httpd: setpgrp failed\n"");",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_24.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_24.cpp,"[[], ['fprintf', 'stderr', 'httpd', 'setpgrp', 'failed\\n']]",[-12967539287495916118L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_cache.c,apache_1.3.1/src/modules/proxy/proxy_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_36.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_36.cpp,-1,331,,"ap_log_error(APLOG_MARK, APLOG_DEBUG|APLOG_NOERRNO, r->server,
			 ""proxy GC: Cache is %ld%% full (nothing deleted)"",
			 (long)(((curbytes.upper<<20)|(curbytes.lower>>10))*100/conf->space));",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_25.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_25.cpp,"[[], ['ap_log_error', 'APLOG_MARK', 'APLOG_DEBUG', 'APLOG_NOERRNO', 'r', 'server', 'proxy', 'GC', 'Cache', 'is', '%ld%%', 'full', 'nothing', 'deleted', 'long', 'curbytes', 'upper', '20', 'curbytes', 'lower', '10', '*100/conf', 'space']]",[-19112228239339915053L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_cache.c,apache_1.3.1/src/modules/proxy/proxy_cache.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_37.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_37.cpp,-1,362,,"r(APLOG_MARK, APLOG_DEBUG|APLOG_NOERRNO, r->server,
			 ""proxy GC: Cache is %ld%% full (%d deleted)"",
			 (long)(((curbytes.upper<<20)|(curbytes.lower>>10))*100/conf->space), i);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_26.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_26.cpp,"[[], ['r', 'APLOG_MARK', 'APLOG_DEBUG', 'APLOG_NOERRNO', 'r', 'server', 'proxy', 'GC', 'Cache', 'is', '%ld%%', 'full', '%d', 'deleted', 'long', 'curbytes', 'upper', '20', 'curbytes', 'lower', '10', '*100/conf', 'space', 'i']]",[-33923821831823646424L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_util.c,apache_1.3.1/src/modules/proxy/proxy_util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_52.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_52.cpp,-1,485,,"ap_hard_timeout(""proxy send body"", r);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_27.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_27.cpp,"[[], ['ap_hard_timeout', 'proxy', 'send', 'body', 'r']]",[-10080331652445741304L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_util.c,apache_1.3.1/src/modules/proxy/proxy_util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_52.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_52.cpp,-1,489,,"ap_hard_timeout(""proxy send body"", r);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_28.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_28.cpp,"[[], ['ap_hard_timeout', 'proxy', 'send', 'body', 'r']]",[-10080331652445741304L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_util.c,apache_1.3.1/src/modules/proxy/proxy_util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_52.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_52.cpp,-1,496,,"ap_hard_timeout(""proxy send body"", r);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_29.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_29.cpp,"[[], ['ap_hard_timeout', 'proxy', 'send', 'body', 'r']]",[-10080331652445741304L]
patch-unified-0-1,apache_1.3.0/src/modules/proxy/proxy_util.c,apache_1.3.1/src/modules/proxy/proxy_util.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_52.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_52.cpp,-1,525,,"ap_soft_timeout(""proxy send body"", r);",7,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_log_30.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_log_30.cpp,"[[], ['ap_soft_timeout', 'proxy', 'send', 'body', 'r']]",[-4466366319685530061]
