class,class_size,patch_file,old_loc,old_log,new_log,function,function_loc,check,variable,edit,file,function,loc,log,check,variable,necessity
475,3,squid-3.5.27_diff_squid-4.0.20,906,"mb.Printf(""%s"", Config.errHtmlText);","mb.appendf(""%s"", Config.errHtmlText);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1358.cpp,130,"[null, null]","[null, null]","[[""Printf""], [""appendf""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/src/auth/digest/LDAP/ldap_backend.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_6027_last_repos.cpp,145,"fprintf(stderr, ""TLS (-Z) is incompatible with version %d\n"",
                        version)","[null, null]","[null, null]",reject
465,2,squid-3.5.27_diff_squid-4.0.20,429,"mb.Printf(""150 Data connection opened.\r\n"");","mb.appendf(""150 Data connection opened.\r\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1525.cpp,38,"[null, null]",[],"[[""Printf""], [""appendf""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/tools/cachemgr.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_33_last_repos.cpp,91,"printf(""<!DOCTYPE HTML PUBLIC \""-//W3C//DTD HTML 4.01 Transitional//EN\"" \""http://www.w3.org/TR/html4/loose.dtd\"">\n"")","[null, null]",[],reject
465,2,squid-3.5.27_diff_squid-4.0.20,429,"mb.Printf(""150 Data connection opened.\r\n"");","mb.appendf(""150 Data connection opened.\r\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1525.cpp,38,"[null, null]",[],"[[""Printf""], [""appendf""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/tools/cachemgr.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_33_last_repos.cpp,96,"printf(""<STYLE type=\""text/css\""><!--BODY{background-color:#ffffff;font-family:verdana,sans-serif}TABLE{background-color:#333333;border:0pt;padding:0pt}TH,TD{background-color:#ffffff;white-space:nowrap}--></STYLE>\n"")","[null, null]",[],reject
465,2,squid-3.5.27_diff_squid-4.0.20,429,"mb.Printf(""150 Data connection opened.\r\n"");","mb.appendf(""150 Data connection opened.\r\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1525.cpp,38,"[null, null]",[],"[[""Printf""], [""appendf""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/tools/cachemgr.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_33_last_repos.cpp,98,"printf(""</HEAD><BODY>\n"")","[null, null]",[],reject
465,2,squid-3.5.27_diff_squid-4.0.20,429,"mb.Printf(""150 Data connection opened.\r\n"");","mb.appendf(""150 Data connection opened.\r\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1525.cpp,38,"[null, null]",[],"[[""Printf""], [""appendf""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/src/cache_cf.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_718_last_repos.cpp,60,"fatal(""append_domain must begin with a '.'"")","[null, null]",[],reject
465,2,squid-3.5.27_diff_squid-4.0.20,429,"mb.Printf(""150 Data connection opened.\r\n"");","mb.appendf(""150 Data connection opened.\r\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1525.cpp,38,"[null, null]",[],"[[""Printf""], [""appendf""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/src/esi/Parser.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_6790_last_repos.cpp,10,"fatal (""Unknown ESI Parser type"")","[null, null]",[],reject
465,2,squid-3.5.27_diff_squid-4.0.20,429,"mb.Printf(""150 Data connection opened.\r\n"");","mb.appendf(""150 Data connection opened.\r\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1525.cpp,38,"[null, null]",[],"[[""Printf""], [""appendf""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/compat/GnuRegex.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_7878_last_repos.cpp,10,"printf(""(null)\n"")","[null, null]",[],reject
467,2,squid-3.5.27_diff_squid-4.0.20,877,"output->Printf("" copy_event_pending"");","output->append("" copy_event_pending"", 19);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1588.cpp,23,"[null, null]",[],"[[""Printf""], [""append"", ""19""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/tools/cachemgr.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_33_last_repos.cpp,91,"printf(""<!DOCTYPE HTML PUBLIC \""-//W3C//DTD HTML 4.01 Transitional//EN\"" \""http://www.w3.org/TR/html4/loose.dtd\"">\n"")","[null, null]",[],reject
467,2,squid-3.5.27_diff_squid-4.0.20,877,"output->Printf("" copy_event_pending"");","output->append("" copy_event_pending"", 19);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1588.cpp,23,"[null, null]",[],"[[""Printf""], [""append"", ""19""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/tools/cachemgr.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_33_last_repos.cpp,96,"printf(""<STYLE type=\""text/css\""><!--BODY{background-color:#ffffff;font-family:verdana,sans-serif}TABLE{background-color:#333333;border:0pt;padding:0pt}TH,TD{background-color:#ffffff;white-space:nowrap}--></STYLE>\n"")","[null, null]",[],reject
467,2,squid-3.5.27_diff_squid-4.0.20,877,"output->Printf("" copy_event_pending"");","output->append("" copy_event_pending"", 19);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1588.cpp,23,"[null, null]",[],"[[""Printf""], [""append"", ""19""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/tools/cachemgr.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_33_last_repos.cpp,98,"printf(""</HEAD><BODY>\n"")","[null, null]",[],reject
467,2,squid-3.5.27_diff_squid-4.0.20,877,"output->Printf("" copy_event_pending"");","output->append("" copy_event_pending"", 19);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1588.cpp,23,"[null, null]",[],"[[""Printf""], [""append"", ""19""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/src/cache_cf.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_718_last_repos.cpp,60,"fatal(""append_domain must begin with a '.'"")","[null, null]",[],reject
467,2,squid-3.5.27_diff_squid-4.0.20,877,"output->Printf("" copy_event_pending"");","output->append("" copy_event_pending"", 19);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1588.cpp,23,"[null, null]",[],"[[""Printf""], [""append"", ""19""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/src/esi/Parser.cc,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_6790_last_repos.cpp,10,"fatal (""Unknown ESI Parser type"")","[null, null]",[],reject
467,2,squid-3.5.27_diff_squid-4.0.20,877,"output->Printf("" copy_event_pending"");","output->append("" copy_event_pending"", 19);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1588.cpp,23,"[null, null]",[],"[[""Printf""], [""append"", ""19""]]",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/repos/squid-4.0.21/compat/GnuRegex.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_repos_function_7878_last_repos.cpp,10,"printf(""(null)\n"")","[null, null]",[],reject
