patch_file,old_file,new_file,patch_hunk_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_log_loc,new_log_loc
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/deps/hiredis/sds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/deps/hiredis/sds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_11.cpp,373,541,[14],[18]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/deps/hiredis/sds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/deps/hiredis/sds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_12.cpp,396,568,"[0, 2]","[0, 2]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/deps/hiredis/sds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/deps/hiredis/sds.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_13.cpp,469,701,"[41, 42, 45, 48]",[]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/deps/hiredis/sds.h,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/deps/hiredis/sds.h,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_14.cpp,55,57,"[15, 18]","[16, 19]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_15.cpp,160,160,"[0, 16, 28, 35, 58, 73]","[0, 16, 36, 45, 72, 93]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/anet.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_16.cpp,328,352,[19],"[9, 29, 42]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/bitops.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/bitops.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_17.cpp,150,150,[],[6]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/bitops.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/bitops.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_18.cpp,343,344,[],"[6, 10]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_19.cpp,137,168,[16],[13]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_20.cpp,471,523,[],[18]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_21.cpp,501,557,[],"[16, 26]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_22.cpp,722,803,[32],[48]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_23.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_23.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_23.cpp,761,858,[1],[1]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_24.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_24.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_24.cpp,909,1013,[6],[6]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_25.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_25.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_25.cpp,971,1075,[],"[214, 220, 222, 250, 258, 285, 302, 315, 337, 348, 387, 545, 560, 565, 566, 567, 572, 573, 578, 598, 612, 615]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/config.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_26.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_26.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_26.cpp,993,1725,"[7, 13]","[9, 13, 18, 24]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_27.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_27.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_27.cpp,235,235,[],[6]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_28.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_28.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_28.cpp,304,306,[],[50]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_29.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_29.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_29.cpp,348,592,[7],[13]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_30.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_30.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_30.cpp,373,623,[],"[15, 17]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_31.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_31.cpp,522,776,[],[6]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/db.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_32.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_32.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_32.cpp,569,825,[],"[6, 13]"
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/debug.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/debug.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_33.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_33.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_33.cpp,347,349,[0],[0]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/debug.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/debug.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_34.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_34.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_34.cpp,686,695,[],[50]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/migrate.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/migrate.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_35.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_35.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_35.cpp,154,154,[2],[2]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/networking.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/networking.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_36.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_36.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_36.cpp,793,839,[12],[12]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/networking.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/networking.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_37.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_37.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_37.cpp,1128,1215,[5],[5]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/pubsub.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/pubsub.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_38.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_38.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_38.cpp,303,303,[],[51]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_39.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_39.cpp,260,267,[14],[15]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_40.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_40.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_40.cpp,280,288,[2],[2]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_41.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_41.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_41.cpp,629,648,[],[6]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_42.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_42.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_42.cpp,1188,1210,[16],[24]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_43.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_43.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_43.cpp,1223,1255,[1],[1]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_44.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_44.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_44.cpp,1754,1897,[6],[]
redis-2.6.17_diff_redis-2.8.0,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.6.17/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/repos/redis-2.8.0/src/redis.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_patch_hunk_45.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_old_hunk_45.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/redis/gumtree/redis_new_hunk_45.cpp,2040,2203,"[1, 42]","[1, 46]"
