class,class_size,patch_file,old_loc,old_log,new_log,function,function_loc,check,variable,edit
1393,2,git-2.10.5_diff_git-2.11.0,355,"die(""invalid unshallow line: %s"", line);","die(_(""invalid unshallow line: %s""), line);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_534.cpp,92,"[""get_sha1_hex_ret""]","[""skip_prefix_arg_ret""]","[[], [""_""]]"
1394,2,git-2.10.5_diff_git-2.11.0,383,"fputs(env_hint, stderr);","fputs(_(env_hint), stderr);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_578.cpp,38,"[""int"", null, null, null]","[null, null]","[[], [""_""]]"
1395,2,git-2.10.5_diff_git-2.11.0,388,"fputs(env_hint, stderr);","fputs(_(env_hint), stderr);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_579.cpp,43,"[""int"", null]","[null, null]","[[], [""_""]]"
1396,2,git-2.10.5_diff_git-2.11.0,278,"die(""You have not concluded your notes merge ""
				    ""(%s exists)."", git_path(""NOTES_MERGE_*""));","die(_(""You have not concluded your notes merge ""
				    ""(%s exists).""), git_path(""NOTES_MERGE_*""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_583.cpp,17,[null],"[""git_path_ret""]","[[], [""_""]]"
1397,2,git-2.10.5_diff_git-2.11.0,399,"printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				sha1_to_hex(p->obj), rref, lref, lref);","printf(""CONFLICT (delete/modify): Notes for object %s ""
				""deleted in %s and modified in %s. Version from %s ""
				""left in tree.\n"",
				oid_to_hex(&p->obj), rref, lref, lref);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_586.cpp,34,"[""check_notes_merge_worktree_arg_ret"", null]","[""sha1_to_hex_ret"", ""char"", ""char"", ""char""]","[[""sha1_to_hex"", ""p""], [""oid_to_hex"", ""&p""]]"
1485,4,git-2.10.5_diff_git-2.11.0,442,"printf(""Using remote notes for %s\n"",
						sha1_to_hex(p->obj));","printf(""Using remote notes for %s\n"",
						oid_to_hex(&p->obj));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_589.cpp,19,"[""merge_one_change_manual_arg_ret"", null]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""p""], [""oid_to_hex"", ""&p""]]"
1398,2,git-2.10.5_diff_git-2.11.0,397,"error(_(""Could not parse parent commit %s\n""),
				oid_to_hex(&parent->object.oid));","error(_(""could not parse parent commit %s\n""),
				oid_to_hex(&parent->object.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_612.cpp,10,"[""parse_commit_ret""]","[""oid_to_hex_ret""]","[[""Could""], [""could""]]"
1399,2,git-2.10.5_diff_git-2.11.0,493,"error(_(""Mainline was specified but commit %s is not a merge.""),
			oid_to_hex(&commit->object.oid));","error(_(""mainline was specified but commit %s is not a merge.""),
			oid_to_hex(&commit->object.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_617.cpp,48,"[""error_dirty_index_arg_ret"", null]","[""oid_to_hex_ret""]","[[""Mainline""], [""mainline""]]"
1400,2,git-2.10.5_diff_git-2.11.0,1084,"die(_(""revision walk setup failed""));","error(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_650.cpp,55,"[""prepare_revision_walk_ret""]",[],"[[""die""], [""error""]]"
1486,7,git-2.10.5_diff_git-2.11.0,381,"print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
						 ""already exists"", porcelain);","print_ref_status('!', ""[rejected]"", ref, ref->peer_ref,
				 ""already exists"", porcelain, summary_width);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_680.cpp,25,"[""print_ok_ref_status_arg"", null, null]","[""print_ok_ref_status_arg"", ""print_ok_ref_status_arg"", null, ""print_ok_ref_status_arg""]","[[], [""summary_width""]]"
1401,2,git-2.10.5_diff_git-2.11.0,420,"packet_write(1, ""ACK %s continue\n"", hex);","packet_write_fmt(1, ""ACK %s continue\n"", hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_702.cpp,43,[null],"[""sha1_to_hex_ret""]","[[""packet_write""], [""packet_write_fmt""]]"
1402,3,git-2.10.5_diff_git-2.11.0,429,"packet_write(1, ""ACK %s continue\n"", last_hex);","packet_write_fmt(1, ""ACK %s continue\n"", last_hex);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_704.cpp,52,[null],[null],"[[""packet_write""], [""packet_write_fmt""]]"
1403,2,git-2.10.5_diff_git-2.11.0,1512,"wt_status_print_other(s, &s->ignored, _(""Ignored files""), ""add -f"");","wt_longstatus_print_other(s, &s->ignored, _(""Ignored files""), ""add -f"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_719.cpp,63,"[""wt_status_print_submodule_summary_arg_ret"", null]","[""wt_status_print_submodule_summary_arg_ret"", ""wt_status_print_submodule_summary_arg_ret"", null]","[[""wt_status_print_other""], [""wt_longstatus_print_other""]]"
1404,2,git-2.11.4_diff_git-2.12.0,134,"printf(""              to %7s %s\n"",
				 typename(obj->type), describe_object(obj));","printf(""              to %7s %s\n"",
				 printable_type(obj), describe_object(obj));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_784.cpp,30,"[""has_object_file_ret"", ""describe_object_arg_ret""]","[""describe_object_ret"", ""describe_object_arg_ret"", ""int""]","[[""typename"", ""type""], [""printable_type""]]"
1405,2,git-2.12.2_diff_git-2.12.3,384,"die(""no email was given and auto-detection is disabled"");","die(_(""no email was given and auto-detection is disabled""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_949.cpp,39,"[""int"", null, null, null]",[],"[[], [""_""]]"
1379,2,git-2.12.5_diff_git-2.13.0,707,"die(_(""Not a valid commit name %s""), sha1_to_hex(sha1));","die(_(""Not a valid commit name %s""), oid_to_hex(oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_967.cpp,4,"[""lookup_commit_reference_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""sha1""], [""oid_to_hex"", ""oid""]]"
1406,2,git-2.12.5_diff_git-2.13.0,233,"warning(_(msg_warn_remove_failed), quoted.buf);","warning_errno(_(msg_warn_remove_failed), quoted.buf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_976.cpp,84,"[""rmdir_ret""]","[""quote_path_relative_arg_ret"", null]","[[""warning""], [""warning_errno""]]"
1407,3,git-2.12.5_diff_git-2.13.0,340,"printf(""%s"", dirty);","printf(""%s"", suffix);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_980.cpp,103,[null],[null],"[[""dirty""], [""suffix""]]"
1410,2,git-2.12.5_diff_git-2.13.0,412,"error(""new commit is the same as the old one: '%s'"", sha1_to_hex(old));","error(""new commit is the same as the old one: '%s'"", oid_to_hex(&old));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1016.cpp,32,"[""hashcmp_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""old""], [""oid_to_hex"", ""&old""]]"
1411,2,git-2.12.5_diff_git-2.13.0,438,"die(_(""--contains option is only allowed with -l.""));","die(_(""--contains option is only allowed in list mode""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1029.cpp,105,"[""list_tags_arg_ret"", null]",[],"[[""with"", ""l""], [""in"", ""list"", ""mode""]]"
1413,2,git-2.12.5_diff_git-2.13.0,1196,"die(_(""could not run 'git status in submodule '%s'""),
				path);","die(_(""could not run 'git status' in submodule '%s'""),
				path);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1139.cpp,44,"[""unsigned"", null]","[""submodule_uses_gitfile_arg_ret""]","[[], []]"
1414,2,git-2.13.2_diff_git-2.13.3,1937,"printf(_(""Applying autostash resulted in conflicts.\n""
				""Your changes are safe in the stash.\n""
				""You can run \""git stash pop\"" or""
				"" \""git stash drop\"" at any time.\n""));","fprintf(stderr,
				_(""Applying autostash resulted in conflicts.\n""
				  ""Your changes are safe in the stash.\n""
				  ""You can run \""git stash pop\"" or""
				  "" \""git stash drop\"" at any time.\n""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1193.cpp,33,"[""run_command_ret""]",[],"[[""printf""], [""fprintf"", ""stderr""]]"
1415,3,git-2.13.6_diff_git-2.14.0,2939,"printf(""num get patch: %d\n"", num_get_patch);","printf(""num get patch: %d\n"", sb.num_get_patch);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1239.cpp,385,"[""OPT_BOOL_arg_ret""]",[null],"[[], [""sb""]]"
1408,2,git-2.13.6_diff_git-2.14.0,390,"error(""%s: object corrupt or missing"", sha1_to_hex(sha1));","error(""%s: object corrupt or missing"", oid_to_hex(oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1245.cpp,11,"[""parse_object_buffer_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""sha1""], [""oid_to_hex"", ""oid""]]"
1416,2,git-2.13.6_diff_git-2.14.0,751,"die(_(""unable to read %s""),
			    sha1_to_hex(data->entry->idx.sha1));","die(_(""unable to read %s""),
			    oid_to_hex(&data->entry->idx.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1251.cpp,17,"[""read_istream_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""data"", ""sha1""], [""oid_to_hex"", ""&data"", ""oid""]]"
1422,3,git-2.13.6_diff_git-2.14.0,813,"die(_(""cannot read existing object info %s""), sha1_to_hex(sha1));","die(_(""cannot read existing object info %s""), oid_to_hex(oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1254.cpp,28,"[""sha1_object_info_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""sha1""], [""oid_to_hex"", ""oid""]]"
1412,2,git-2.13.6_diff_git-2.14.0,835,"die(_(""invalid blob object %s""), sha1_to_hex(sha1));","die(_(""invalid blob object %s""), oid_to_hex(oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1258.cpp,50,"[""lookup_blob_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""sha1""], [""oid_to_hex"", ""oid""]]"
1418,2,git-2.13.6_diff_git-2.14.0,532,"fprintf(stderr, _(""Overwriting existing notes for object %s\n""),
			sha1_to_hex(object));","fprintf(stderr, _(""Overwriting existing notes for object %s\n""),
			oid_to_hex(&object));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1283.cpp,57,"[""get_note_ret""]","[""sha1_to_hex_ret"", null]","[[""sha1_to_hex"", ""object""], [""oid_to_hex"", ""&object""]]"
1419,2,git-2.13.6_diff_git-2.14.0,624,"fprintf(stderr, _(""Removing note for object %s\n""),
			sha1_to_hex(object));","fprintf(stderr, _(""Removing note for object %s\n""),
			oid_to_hex(&object));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1285.cpp,73,"[""prepare_note_data_arg_ret"", null, null, ""OPT_BOOL_arg_ret""]","[""sha1_to_hex_ret"", null]","[[""sha1_to_hex"", ""object""], [""oid_to_hex"", ""&object""]]"
1417,2,git-2.13.6_diff_git-2.14.0,665,"error(_(""no note found for object %s.""),
			       sha1_to_hex(object));","error(_(""no note found for object %s.""),
			       oid_to_hex(&object));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1286.cpp,28,"[""get_note_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""object""], [""oid_to_hex"", ""&object""]]"
1420,3,git-2.13.6_diff_git-2.14.0,113,"die(""unable to read %s"", sha1_to_hex(entry->delta->idx.sha1));","die(""unable to read %s"",
		    oid_to_hex(&entry->delta->idx.oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1288.cpp,11,"[""read_sha1_file_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""entry"", ""sha1""], [""oid_to_hex"", ""&entry"", ""oid""]]"
1421,2,git-2.13.6_diff_git-2.14.0,59,"die(""Expected two arguments"");",usage(usage_msg);,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1304.cpp,7,"[""int""]",[],"[[""die"", ""Expected"", ""two"", ""arguments""], [""usage"", ""usage_msg""]]"
1409,2,git-2.13.6_diff_git-2.14.0,1910,"die(""object not found: %s"", sha1_to_hex(sha1));","die(""object not found: %s"", oid_to_hex(&oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1344.cpp,28,"[""sha1_object_info_ret""]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""sha1""], [""oid_to_hex"", ""&oid""]]"
1423,2,git-2.13.6_diff_git-2.14.0,613,"printf(""Multiple merge bases found. Using the first ""
				""(%.7s)\n"", sha1_to_hex(base_sha1));","printf(""Multiple merge bases found. Using the first ""
				""(%.7s)\n"", oid_to_hex(base_oid));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1374.cpp,80,"[""merge_from_diffs_arg"", null]","[""sha1_to_hex_ret""]","[[""sha1_to_hex"", ""base_sha1""], [""oid_to_hex"", ""base_oid""]]"
1424,2,git-2.13.6_diff_git-2.14.0,1381,"die(""internal error: packed-refs not locked"");","die(""BUG: packed-refs not locked"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1399.cpp,8,"[""get_packed_ref_cache_ret"", null]",[],"[[""internal"", ""error""], [""BUG""]]"
1425,2,git-2.14.1_diff_git-2.14.2,-1,,"die(_(""unable to parse format string""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1444.cpp,23,"[""verify_ref_format_ret""]",[],"[[], [""die"", ""_"", ""unable"", ""to"", ""parse"", ""format"", ""string""]]"
1426,2,git-2.1.4_diff_git-2.2.0,-1,,"die(_(""revision walk setup failed""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1488.cpp,20,"[""prepare_revision_walk_ret""]",[],"[[], [""die"", ""_"", ""revision"", ""walk"", ""setup"", ""failed""]]"
1427,2,git-2.1.4_diff_git-2.2.0,1152,"die(_(""You have not concluded your cherry-pick (CHERRY_PICK_HEAD exists).\n""
			    ""Please, commit your changes before you can merge.""));","die(_(""You have not concluded your cherry-pick (CHERRY_PICK_HEAD exists).\n""
			    ""Please, commit your changes before you merge.""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1517.cpp,70,[null],[],"[[""can""], []]"
1428,2,git-2.1.4_diff_git-2.2.0,-1,,"error(""%s"", err.buf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1538.cpp,27,"[""repack_without_refs_ret""]","[""repack_without_refs_arg_ret"", null]","[[], [""error"", ""%s"", ""err"", ""buf""]]"
1429,2,git-2.1.4_diff_git-2.2.0,454,"error(""bad config file line %d in %s"", cf->linenr, cf->name);","error(_(""bad config file line %d in %s""), cf->linenr, cf->name);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1560.cpp,63,"[null, null]","[null, null, null, null]","[[], [""_""]]"
1430,2,git-2.1.4_diff_git-2.2.0,746,"die(""bad zlib compression level %d"", level);","die(_(""bad zlib compression level %d""), level);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1565.cpp,85,"[""git_config_int_ret"", ""git_config_int_ret"", null]","[""git_config_int_ret""]","[[], [""_""]]"
1431,2,git-2.1.4_diff_git-2.2.0,1845,"error(""chmod on %s failed: %s"",
				lock->filename, strerror(errno));","error(""chmod on %s failed: %s"",
				lock->filename.buf, strerror(errno));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1577.cpp,34,"[""chmod_ret""]","[""strerror_ret"", ""hold_lock_file_for_update_arg_ret"", null]","[[], [""buf""]]"
1432,2,git-2.1.4_diff_git-2.2.0,289,"error(""%s: lacks value"", var);",,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1608.cpp,68,"[""xstrdup_arg_ret""]","[""parse_config_key_arg_ret""]","[[""error"", ""%s"", ""lacks"", ""value"", ""var""], []]"
1435,2,git-2.4.0_diff_git-2.4.1,100,"error(""file/directory conflict: %s, %s"", name1, name2);","noindex_filespec(NULL, 0);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1850.cpp,9,"[""S_ISDIR_ret"", ""S_ISDIR_ret"", ""get_mode_arg_ret"", ""get_mode_arg_ret""]","[""get_mode_arg_ret"", ""get_mode_arg_ret""]","[[""error"", ""file/directory"", ""conflict"", ""%s"", ""%s"", ""name1"", ""name2""], [""noindex_filespec"", ""NULL"", ""0""]]"
1436,2,git-2.4.0_diff_git-2.4.1,577,"die(""-L argument '%s' not of the form start,end:file"",
			    item->string);","die(""-L argument not 'start,end:file' or ':funcname:file': %s"",
			    item->string);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1851.cpp,19,"[""skip_range_arg_ret"", ""skip_range_arg_ret"", ""skip_range_arg_ret""]","["" struct string_list_item"", null]","[[""of"", ""the"", ""form""], [""or"", ""funcname"", ""file""]]"
1442,3,git-2.4.12_diff_git-2.5.0,976,"die(""unable to generate diff (%s -> %s)"",
		    sha1_to_hex(parent->commit->object.sha1),
		    sha1_to_hex(target->commit->object.sha1));",,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1857.cpp,20,"[""diff_hunks_ret""]","[""sha1_to_hex_ret"", ""sha1_to_hex_ret""]","[[""die"", ""unable"", ""to"", ""generate"", ""diff"", ""%s"", ""%s"", ""sha1_to_hex"", ""parent"", ""commit"", ""object"", ""sha1"", ""sha1_to_hex"", ""target"", ""commit"", ""object"", ""sha1""], []]"
1443,3,git-2.4.12_diff_git-2.5.0,1125,"die(""unable to generate diff (%s)"",
		    sha1_to_hex(parent->commit->object.sha1));",,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1858.cpp,25,"[""diff_hunks_ret""]","[""sha1_to_hex_ret""]","[[""die"", ""unable"", ""to"", ""generate"", ""diff"", ""%s"", ""sha1_to_hex"", ""parent"", ""commit"", ""object"", ""sha1""], []]"
1444,3,git-2.4.12_diff_git-2.5.0,121,"die(""unable to generate diff"");",,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1888.cpp,23,"[""xdi_diff_ret""]",[],"[[""die"", ""unable"", ""to"", ""generate"", ""diff""], []]"
1445,3,git-2.4.12_diff_git-2.5.0,108,"die(""unable to generate diff for %s"", name);",,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1892.cpp,58,"[""diff_two_ret"", ""rerere_path_ret""]","[""rerere_path_arg_ret""]","[[""die"", ""unable"", ""to"", ""generate"", ""diff"", ""for"", ""%s"", ""name""], []]"
1433,2,git-2.4.12_diff_git-2.5.0,423,"die(""unable to generate combined diff for %s"",
		    sha1_to_hex(parent));",,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1914.cpp,32,"[""xdi_diff_outf_ret""]","[""sha1_to_hex_ret""]","[[""die"", ""unable"", ""to"", ""generate"", ""combined"", ""diff"", ""for"", ""%s"", ""sha1_to_hex"", ""parent""], []]"
1438,2,git-2.4.12_diff_git-2.5.0,1212,"printf("" %s "", diff_unique_abbrev(p->sha1, opt->abbrev));","printf("" %s "", diff_unique_abbrev(p->oid.hash, opt->abbrev));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/git/gumtree/git_function_1916.cpp,31,"[""diff_line_prefix_arg_ret"", null, null]","[""diff_unique_abbrev_ret""]","[[""sha1""], [""oid"", ""hash""]]"
