sha,message,issue,file_name,old_file,new_file,patch_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,old_function_file,old_fucntion_loc,new_function_file,new_function_loc,old_ddg_feature,old_cdg_feature,new_ddg_codes,new_ddg_loc,edit_words,old_log_time,old_log_author,edit_feature,cluster
f53f4a8a2d215dac634effea575a27e000dfcb29,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2016-08-03 (f2cb3a01)",[],Utilities/cmcurl/lib/file.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_176.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_176.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_176.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_434.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_434.cpp,479,486,490,494,"snprintf(buf, BUFSIZE-1,
               ""Last-Modified: %s, %02d %s %4d %02d:%02d:%02d GMT\r\n"",
               Curl_wkday[tm->tm_wday?tm->tm_wday-1:6],
               tm->tm_mday,
               Curl_month[tm->tm_mon],
               tm->tm_year + 1900,
               tm->tm_hour,
               tm->tm_min,
               tm->tm_sec);","snprintf(buf, BUFSIZE-1,
             ""Last-Modified: %s, %02d %s %4d %02d:%02d:%02d GMT\r\n"",
             Curl_wkday[tm->tm_wday?tm->tm_wday-1:6],
             tm->tm_mday,
             Curl_month[tm->tm_mon],
             tm->tm_year + 1900,
             tm->tm_hour,
             tm->tm_min,
             tm->tm_sec);",3,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_335.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_335.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_335.cpp,74,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_335.cpp,75,"[""char *"", ""macro"", ""string"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member""]","[""Curl_gmtime_ret"", ""!""]","set([u'char * buf = data -> state . buffer ;', u'result = Curl_gmtime ( filetime , & buffer )', u'const struct tm * tm = & buffer ;'])","set([16, 57, 70])","[[], []]",2016-08-03T18:26:53,Brad King,0,550
f53f4a8a2d215dac634effea575a27e000dfcb29,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2016-08-03 (f2cb3a01)",[],Utilities/cmcurl/lib/http_negotiate.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_180.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_180.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_180.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_438.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_438.cpp,22,22,172,109,"userp = aprintf(""%sAuthorization: Negotiate %s\r\n"", proxy ? ""Proxy-"" : """",
                  encoded);","userp = aprintf(""%sAuthorization: Negotiate %s\r\n"", proxy ? ""Proxy-"" : """",
                  base64);",7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_336.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_336.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_336.cpp,28,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_336.cpp,13,[],"[""char *"", ""!"", ""size_t"", ""!"", ""||"", ""!""]","set([u'char * base64 = NULL ;', u'bool proxy', u'result = Curl_auth_create_spnego_message ( conn -> data , neg_ctx , & base64 , & len )'])","set([0, 9, 4])","[['encoded'], ['base64']]",2016-08-03T18:26:53,Brad King,13728776900319432914,375
f53f4a8a2d215dac634effea575a27e000dfcb29,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2016-08-03 (f2cb3a01)",[],Utilities/cmcurl/lib/http_proxy.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_181.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_181.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_181.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_439.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_439.cpp,150,160,160,172,,"(""%s%s%s:%hu"";",7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_338.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_338.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_338.cpp,68,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_338.cpp,70,[],"[""Curl_http_output_auth_ret"", ""!""]","set([u'char * base64 = NULL ;', u'bool proxy', u'result = Curl_auth_create_spnego_message ( conn -> data , neg_ctx , & base64 , & len )'])","set([0, 9, 4])","[[], ['%s%s%s', '%hu']]",2016-08-03T18:26:53,Brad King,-772288953237803043,376
f53f4a8a2d215dac634effea575a27e000dfcb29,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2016-08-03 (f2cb3a01)",[],Utilities/cmcurl/lib/tftp.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_186.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_186.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_186.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_445.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_445.cpp,494,494,509,511,"snprintf( buf, sizeof(buf), ""%d"", state->requested_blksize );","snprintf(buf, sizeof(buf), ""%d"", state->requested_blksize);",7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_340.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_340.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_340.cpp,64,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_340.cpp,66,"[""char *"", ""unkown"", ""string"", ""member""]","[""curl_easy_unescape_ret"", ""!"", ""!""]","set([u'char buf [ 64 ] ;', u'struct Curl_easy * data = state -> conn -> data ;', u'tftp_state_data_t * state', u'state -> retries ++'])","set([0, 19, 6, 7])","[[], []]",2016-08-03T18:26:53,Brad King,0,550
f53f4a8a2d215dac634effea575a27e000dfcb29,"Merge branch 'upstream-curl' into update-curl

* upstream-curl:
  curl 2016-08-03 (f2cb3a01)",[],Utilities/cmcurl/lib/tftp.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_186.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_186.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_186.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_445.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_445.cpp,494,494,517,519,"snprintf( buf, sizeof(buf), ""%d"", state->retry_time);","snprintf(buf, sizeof(buf), ""%d"", state->retry_time);",7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_341.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_341.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_341.cpp,72,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_341.cpp,74,"[""char *"", ""unkown"", ""string"", ""member""]","[""curl_easy_unescape_ret"", ""!"", ""!""]","set([u'char buf [ 64 ] ;', u'struct Curl_easy * data = state -> conn -> data ;', u'tftp_state_data_t * state', u'state -> retries ++'])","set([0, 19, 6, 7])","[[], []]",2016-08-03T18:26:53,Brad King,0,550
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/conncache.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_188.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_188.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_188.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_447.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_447.cpp,132,131,134,-1,"aprintf(""%s:%d"",
                 conn->bits.proxy?conn->proxy.name:conn->host.name,
                 conn->localport);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_342.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_342.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_342.cpp,2,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_342.cpp,-1,"[""string"", ""member"", ""member""]",[],"set([u'char buf [ 64 ] ;', u'struct Curl_easy * data = state -> conn -> data ;', u'tftp_state_data_t * state', u'state -> retries ++'])","set([0, 19, 6, 7])","[['aprintf', '%s', '%d', 'conn', 'bits', 'proxy', 'conn', 'proxy', 'name', 'conn', 'host', 'name', 'conn', 'localport'], []]",2016-08-03T18:26:29,Brad King,-8091184050309945257,358
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/conncache.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_188.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_188.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_188.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_447.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_447.cpp,132,131,134,142,,"aprintf(""%s:%d"", hostname, conn->port);",3,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_343.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_343.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_343.cpp,2,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_343.cpp,11,"[""string"", ""member"", ""member""]",[],"set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[[], ['aprintf', '%s', '%d', 'hostname', 'conn', 'port']]",2016-08-03T18:26:29,Brad King,9391077503287599664,359
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,168,-1,"snprintf((char *)&dest[i*2], 3, ""%02x"", source[i]);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_344.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_344.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_344.cpp,5,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_344.cpp,-1,"[""member"", ""int"", ""string"", ""member""]","[""null"", ""int"", ""<""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['snprintf', 'char', '*', '&dest[i*2]', '3', '%02x', 'source[i]'], []]",2016-08-03T18:26:29,Brad King,-16861158296773085366,523
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,277,-1,"aprintf(""%s/%s"", service, host);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_345.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_345.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_345.cpp,3,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_345.cpp,-1,"[""string"", ""const char *"", ""const char *""]",[],"set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['aprintf', '%s/%s', 'service', 'host'], []]",2016-08-03T18:26:29,Brad King,-7211121862954708517,360
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,474,-1,"response = aprintf(
      ""%s %02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x"",
           userp, digest[0], digest[1], digest[2], digest[3], digest[4],
           digest[5], digest[6], digest[7], digest[8], digest[9], digest[10],
           digest[11], digest[12], digest[13], digest[14], digest[15]);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_346.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_346.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_346.cpp,31,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_346.cpp,-1,"[""string"", ""const char *"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member"", ""member""]","[""Curl_HMAC_init_ret"", ""!"", ""!""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['response', 'aprintf', '%s', '%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x', 'userp', 'digest[0]', 'digest[1]', 'digest[2]', 'digest[3]', 'digest[4]', 'digest[5]', 'digest[6]', 'digest[7]', 'digest[8]', 'digest[9]', 'digest[10]', 'digest[11]', 'digest[12]', 'digest[13]', 'digest[14]', 'digest[15]'], []]",2016-08-03T18:26:29,Brad King,26774133747013968064,361
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,636,-1,"snprintf(cnonce, sizeof(cnonce), ""%08x%08x%08x%08x"",
           entropy[0], entropy[1], entropy[2], entropy[3]);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_347.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_347.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_347.cpp,55,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_347.cpp,-1,"[""char *"", ""unkown"", ""string"", ""member"", ""member"", ""member"", ""member""]","[""bool"", ""!"", ""!""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['snprintf', 'cnonce', 'sizeof', 'cnonce', '%08x%08x%08x%08x', 'entropy[0]', 'entropy[1]', 'entropy[2]', 'entropy[3]'], []]",2016-08-03T18:26:29,Brad King,44726269606322736130,522
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,669,-1,"snprintf(&HA1_hex[2 * i], 3, ""%02x"", digest[i]);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_348.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_348.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_348.cpp,88,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_348.cpp,-1,"[""member"", ""int"", ""string"", ""member""]","[""null"", ""macro"", ""<""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['snprintf', '&HA1_hex[2', '*', 'i]', '3', '%02x', 'digest[i]'], []]",2016-08-03T18:26:29,Brad King,4094572559904127957,362
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,692,-1,"snprintf(&HA2_hex[2 * i], 3, ""%02x"", digest[i]);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_349.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_349.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_349.cpp,111,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_349.cpp,-1,"[""member"", ""int"", ""string"", ""member""]","[""null"", ""macro"", ""<""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['snprintf', '&HA2_hex[2', '*', 'i]', '3', '%02x', 'digest[i]'], []]",2016-08-03T18:26:29,Brad King,-9142477204060879984,363
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,722,-1,"snprintf(&resp_hash_hex[2 * i], 3, ""%02x"", digest[i]);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_350.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_350.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_350.cpp,141,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_350.cpp,-1,"[""member"", ""int"", ""string"", ""member""]","[""null"", ""macro"", ""<""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['snprintf', '&resp_hash_hex[2', '*', 'i]', '3', '%02x', 'digest[i]'], []]",2016-08-03T18:26:29,Brad King,-6126715762547806482,364
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,725,-1,"response = aprintf(""username=\""%s\"",realm=\""%s\"",nonce=\""%s\"",""
                     ""cnonce=\""%s\"",nc=\""%s\"",digest-uri=\""%s\"",response=%s,""
                     ""qop=%s"",
                     userp, realm, nonce,
                     cnonce, nonceCount, spn, resp_hash_hex, qop);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_351.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_351.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_351.cpp,144,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_351.cpp,-1,[],"[""Curl_MD5_init_ret"", ""!"", ""!""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['response', 'aprintf', 'username', '\\', '%s\\', 'realm', '\\', '%s\\', 'nonce', '\\', '%s\\', 'cnonce', '\\', '%s\\', 'nc', '\\', '%s\\', 'digest', 'uri', '\\', '%s\\', 'response', '%s', 'qop', '%s', 'userp', 'realm', 'nonce', 'cnonce', 'nonceCount', 'spn', 'resp_hash_hex', 'qop'], []]",2016-08-03T18:26:29,Brad King,61981850257420696529,365
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,921,-1,"snprintf(cnoncebuf, sizeof(cnoncebuf), ""%08x%08x%08x%08x"",
             Curl_rand(data), Curl_rand(data),
             Curl_rand(data), Curl_rand(data));",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_352.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_352.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_352.cpp,25,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_352.cpp,-1,"[""char *"", ""unkown"", ""string"", ""Curl_rand_ret"", ""Curl_rand_ret"", ""Curl_rand_ret"", ""Curl_rand_ret""]","[""member""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['snprintf', 'cnoncebuf', 'sizeof', 'cnoncebuf', '%08x%08x%08x%08x', 'Curl_rand', 'data', 'Curl_rand', 'data', 'Curl_rand', 'data', 'Curl_rand', 'data'], []]",2016-08-03T18:26:29,Brad King,11735648100075555272,524
202adcfe056681109fe61569ecdb3bd69f0b4f97,"curl 2016-08-03 (f2cb3a01)

Code extracted from:

    https://github.com/bagder/curl.git

at commit f2cb3a01192d36395d16acec6cdb93446ca6fd45 (curl-7_50_1).",[],lib/curl_sasl.c,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_old_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_new_file_190.cpp,second/download/CMake/CMake-old-new/CMake-old-new/Kitware_CMake_patch_190.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_hunk_449.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_new_hunk_449.cpp,56,57,956,-1,"tmp = aprintf(""%s:%s:%s"", ha1, digest->nonce, digest->cnonce);",,7,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_old_log_354.cpp,second/download/CMake/CMake-gumtree/Kitware_CMake_old_new_new_log_354.cpp,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_old_function_354.cpp,60,second/download/CMake/CMake-old-new/CMake-old-new-joern/Kitware_CMake_old_new_new_function_354.cpp,-1,"[""string"", ""unsigned char *"", ""member"", ""member""]","[""member"", ""macro"", ""==""]","set([u'struct connectdata * conn', u'hostname = conn -> proxy . name', u'hostname = conn -> conn_to_host . name', u'hostname = conn -> host . name'])","set([0, 9, 5, 7])","[['tmp', 'aprintf', '%s', '%s', '%s', 'ha1', 'digest', 'nonce', 'digest', 'cnonce'], []]",2016-08-03T18:26:29,Brad King,20581314590089289316,366
