file,loc,log,log_file,block,block_file,block_feature,function_file,function_loc,ddg_feature,cdg_feature,cdg_z3_feature,class_index,class_size,,1,446,0.6353276353,0.6353276353
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_set_format.cpp,98,"archive_set_error(&a->archive, ARCHIVE_ERRNO_PROGRAMMER,
        ""Internal error: Unable to set format"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1062.cpp,"{
    archive_set_error(&a->archive, ARCHIVE_ERRNO_PROGRAMMER,
        ""Internal error: Unable to set format"");
    r1 = (ARCHIVE_FATAL);
  }",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1062.cpp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1062.cpp,62,"[""member"", ""macro"", ""string""]","[""member"", ""!"", ""strcmp_ret"", ""||""]","Or(Not(null_e_l == strcmp_ret_e_r),
   Not(Not(member_e_l == null_e_r)))",542,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_match.cpp,1082,"archive_set_error(&(a->archive), EINVAL, ""invalid date string"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1101.cpp,"{
		archive_set_error(&(a->archive), EINVAL, ""invalid date string"");
		return (ARCHIVE_FAILED);
	}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1101.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1101.cpp,11,"[""member"", ""macro"", ""string""]","[""get_date_ret"", ""int"", ""==""]",get_date_ret_e_l == int_e_r,543,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_match.cpp,1192,"archive_set_error(&(a->archive), errno,
		    ""Failed to FindFirstFile"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1108.cpp,"{
		la_dosmaperr(GetLastError());
		archive_set_error(&(a->archive), errno,
		    ""Failed to FindFirstFile"");
		return (ARCHIVE_FAILED);
	}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1108.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1108.cpp,14,"[""member"", ""unkown"", ""string""]","[""FindFirstFileW_ret"", ""macro"", ""==""]",FindFirstFileW_ret_e_l == macro_e_r,544,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_write_set_format_ustar.cpp,180,"archive_set_error(&a->archive, ARCHIVE_ERRNO_MISC,
		    ""Internal: template_header wrong size: %zu should be 512"",
		    sizeof(template_header));",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1116.cpp,"{
		archive_set_error(&a->archive, ARCHIVE_ERRNO_MISC,
		    ""Internal: template_header wrong size: %zu should be 512"",
		    sizeof(template_header));
		return (ARCHIVE_FATAL);
	}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1116.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1116.cpp,15,"[""member"", ""macro"", ""string"", ""unkown""]","[""unkown"", ""int"", ""!=""]",Not(int_e_l == unkown_e_r),545,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_write_set_format_ustar.cpp,494,"archive_set_error(&a->archive, ENAMETOOLONG,
			    ""Link contents too long"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1132.cpp,"{
			archive_set_error(&a->archive, ENAMETOOLONG,
			    ""Link contents too long"");
			ret = ARCHIVE_FAILED;
			copy_length = USTAR_linkname_size;
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1132.cpp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1132.cpp,110,"[""member"", ""macro"", ""string""]","[""size_t"", ""unkown"", "">""]",unkown_g_l > size_t_g_r,546,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read.cpp,401,"archive_set_error(&a->archive, EINVAL,
			""Invalid index specified."");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1150.cpp,"{
		archive_set_error(&a->archive, EINVAL,
			""Invalid index specified."");
		return ARCHIVE_FATAL;
	}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1150.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1150.cpp,23,"[""member"", ""macro"", ""string""]","[""unsigned int"", ""member"", "">""]",member_g_l > unsigned int_g_r,547,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read.cpp,1220,"archive_set_error(&a->archive, ENOMEM,
	    ""Not enough slots for format registration"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1161.cpp,"{
	int i, number_slots;

	archive_check_magic(&a->archive,
	    ARCHIVE_READ_MAGIC, ARCHIVE_STATE_NEW,
	    ""__archive_read_register_format"");

	number_slots = sizeof(a->formats) / sizeof(a->formats[0]);

	for (i = 0; i < number_slots; i++) {
		if (a->formats[i].bid == bid)
			return (ARCHIVE_WARN); /* We've already installed */
		if (a->formats[i].bid == NULL) {
			a->formats[i].bid = bid;
			a->formats[i].options = options;
			a->formats[i].read_header = read_header;
			a->formats[i].read_data = read_data;
			a->formats[i].read_data_skip = read_data_skip;
			a->formats[i].seek_data = seek_data;
			a->formats[i].cleanup = cleanup;
			a->formats[i].data = format_data;
			a->formats[i].name = name;
			a->formats[i].format_capabilties = format_capabilities;
			a->formats[i].has_encrypted_entries = has_encrypted_entries;
			return (ARCHIVE_OK);
		}
	}

	archive_set_error(&a->archive, ENOMEM,
	    ""Not enough slots for format registration"");
	return (ARCHIVE_FATAL);
}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1161.cpp,"[2, 0, 1, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 106, 0, 0, 1, 2, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 45, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 14, 0, 3, 2, 0, 0, 4, 0, 0, 14, 0, 9, 0, 1, 0, 0, 1, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1161.cpp,41,"[""member"", ""macro"", ""string""]","[""null"", ""struct archive_read *"", ""<"", ""!""]",Not(struct archive_read *_g_r < null_g_l),548,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_string.cpp,1751,"_snprintf(oemcp, sizeof(oemcp)-1, ""CP%d"", a->current_oemcp);",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1169.cpp,"{
	const char *cur_charset = get_current_charset(a);
	char oemcp[16];

	/* NOTE: a check of cur_charset is unneeded but we need
	 * that get_current_charset() has been surely called at
	 * this time whatever C compiler optimized. */
	if (cur_charset != NULL &&
	    (a->current_codepage == CP_C_LOCALE ||
	     a->current_codepage == a->current_oemcp))
		return (NULL);/* no conversion. */

	_snprintf(oemcp, sizeof(oemcp)-1, ""CP%d"", a->current_oemcp);
	/* Make sure a null termination must be set. */
	oemcp[sizeof(oemcp)-1] = '\0';
	return (get_sconv_object(a, oemcp, cur_charset,
	    SCONV_FROM_CHARSET));
}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1169.cpp,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 34, 0, 0, 2, 2, 0, 0, 1, 5, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 19, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 1, 0, 0, 5, 0, 0, 2, 0, 11, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1169.cpp,14,"[""char *"", ""int"", ""string"", ""member""]","[""const char *"", ""null"", ""!="", ""member"", ""macro"", ""=="", ""member"", ""member"", ""=="", ""||"", ""&&"", ""!""]","Not(And(Or(member_e_l == member_e_r,
           macro_e_l == member_e_r),
        Not(const char *_e_l == null_e_r)))",549,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_disk_posix.cpp,887,"archive_set_error(&a->archive, errno,
				    ""%s: Cannot stat"",
				    tree_current_path(t));",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1202.cpp,"{
				archive_set_error(&a->archive, errno,
				    ""%s: Cannot stat"",
				    tree_current_path(t));
				tree_enter_initial_dir(t);
				return (ARCHIVE_FAILED);
			}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1202.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1202.cpp,36,"[""member"", ""unkown"", ""string"", ""tree_current_path_ret""]","[""tree_current_lstat_ret"", ""null"", ""==""]",null_e_l == tree_current_lstat_ret_e_r,550,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_disk_posix.cpp,917,"archive_set_error(&(a->archive), errno,
			    ""Failed : %s"", archive_error_string(a->matching));",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1203.cpp,"{
			archive_set_error(&(a->archive), errno,
			    ""Failed : %s"", archive_error_string(a->matching));
			return (r);
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1203.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1203.cpp,66,"[""member"", ""unkown"", ""string"", ""archive_error_string_ret""]","[""archive_match_path_excluded_ret"", ""null"", ""<""]",null_g_r < archive_match_path_excluded_ret_g_l,551,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_disk_posix.cpp,1031,"archive_set_error(&(a->archive), errno,
			    ""Failed : %s"", archive_error_string(a->matching));",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1204.cpp,"{
			archive_set_error(&(a->archive), errno,
			    ""Failed : %s"", archive_error_string(a->matching));
			return (r);
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1204.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1204.cpp,180,"[""member"", ""unkown"", ""string"", ""archive_error_string_ret""]","[""archive_match_time_excluded_ret"", ""null"", ""<""]",null_g_r < archive_match_time_excluded_ret_g_l,552,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_disk_posix.cpp,1057,"archive_set_error(&(a->archive), errno,
			    ""Failed : %s"", archive_error_string(a->matching));",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1205.cpp,"{
			archive_set_error(&(a->archive), errno,
			    ""Failed : %s"", archive_error_string(a->matching));
			return (r);
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1205.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1205.cpp,206,"[""member"", ""unkown"", ""string"", ""archive_error_string_ret""]","[""archive_match_owner_excluded_ret"", ""null"", ""<""]",null_g_r < archive_match_owner_excluded_ret_g_l,553,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_disk_posix.cpp,1625,"archive_set_error(&a->archive, errno, ""fchdir failed"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1216.cpp,"{
		archive_set_error(&a->archive, errno, ""fchdir failed"");
		return (ARCHIVE_FAILED);
	}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1216.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1216.cpp,9,"[""member"", ""unkown"", ""string""]","[""tree_enter_working_dir_ret"", ""null"", ""!=""]",Not(null_e_l == tree_enter_working_dir_ret_e_r),554,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_disk_posix.cpp,1645,"archive_set_error(&a->archive, errno, ""statvfs failed"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1217.cpp,"{
		t->current_filesystem->remote = -1;
		archive_set_error(&a->archive, errno, ""statvfs failed"");
		return (ARCHIVE_FAILED);
	}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1217.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1217.cpp,29,"[""member"", ""unkown"", ""string""]","[""fstatvfs_ret"", ""int"", ""=="", ""get_xfer_size_ret"", ""int"", ""=="", ""||""]","Or(get_xfer_size_ret_e_l == int_e_r,
   fstatvfs_ret_e_l == int_e_r)",555,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_support_format_zip.cpp,457,"archive_set_error(&a->archive, ARCHIVE_ERRNO_FILE_FORMAT,
					    ""Malformed 64-bit uncompressed size"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1233.cpp,"{
					archive_set_error(&a->archive, ARCHIVE_ERRNO_FILE_FORMAT,
					    ""Malformed 64-bit uncompressed size"");
					return ARCHIVE_FAILED;
				}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1233.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1233.cpp,37,"[""member"", ""macro"", ""string""]","[""unsigned short"", ""int"", ""<"", ""archive_le64dec_ret"", ""macro"", "">"", ""||""]","Or(macro_g_l > archive_le64dec_ret_g_r,
   int_g_r < unsigned short_g_l)",557,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_support_format_zip.cpp,946,"archive_set_error(&a->archive,
			    ARCHIVE_ERRNO_FILE_FORMAT,
			    ""Inconsistent CRC32 values"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1246.cpp,"{
			archive_set_error(&a->archive,
			    ARCHIVE_ERRNO_FILE_FORMAT,
			    ""Inconsistent CRC32 values"");
			ret = ARCHIVE_WARN;
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1246.cpp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1246.cpp,193,"[""member"", ""macro"", ""string""]","[""member"", ""!"", ""member"", ""member"", ""!="", ""&&""]","And(Not(member_e_l == member_e_r),
    Not(Not(member_e_l == null_e_r)))",558,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_support_format_zip.cpp,1153,"archive_set_error(&a->archive,
			    ARCHIVE_ERRNO_FILE_FORMAT,
			    ""Truncated ZIP file data"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1257.cpp,"{
			/* Zip archives have end-of-archive markers
			   that are longer than this, so a failure to get at
			   least 24 bytes really does indicate a truncated
			   file. */
			archive_set_error(&a->archive,
			    ARCHIVE_ERRNO_FILE_FORMAT,
			    ""Truncated ZIP file data"");
			return (ARCHIVE_FATAL);
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1257.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1257.cpp,26,"[""member"", ""macro"", ""string""]","[""ssize_t"", ""ssize_t"", ""<""]",ssize_t_g_r < ssize_t_g_l,559,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_support_format_zip.cpp,1175,"archive_set_error(&a->archive,
					    ARCHIVE_ERRNO_FILE_FORMAT,
					    ""Overflow of 64-bit file sizes"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1258.cpp,"{
					archive_set_error(&a->archive,
					    ARCHIVE_ERRNO_FILE_FORMAT,
					    ""Overflow of 64-bit file sizes"");
					return ARCHIVE_FAILED;
				}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1258.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1258.cpp,48,"[""member"", ""macro"", ""string""]","[""archive_le64dec_ret"", ""macro"", "">"", ""archive_le64dec_ret"", ""macro"", "">"", ""||""]","Or(macro_g_l > archive_le64dec_ret_g_r,
   macro_g_l > archive_le64dec_ret_g_r)",560,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_support_format_zip.cpp,1282,"archive_set_error(&a->archive, ARCHIVE_ERRNO_MISC,
			    ""Can't initialize ZIP decompression."");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1260.cpp,"{
			archive_set_error(&a->archive, ARCHIVE_ERRNO_MISC,
			    ""Can't initialize ZIP decompression."");
			return (ARCHIVE_FATAL);
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1260.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1260.cpp,13,"[""member"", ""macro"", ""string""]","[""inflateInit2_ret"", ""macro"", ""!=""]",Not(inflateInit2_ret_e_l == macro_e_r),561,2,,,,,
second/download/CMake/CMake/CMake/Utilities/cmlibarchive/libarchive/archive_read_support_format_zip.cpp,1733,"archive_set_error(&a->archive, ARCHIVE_ERRNO_MISC,
			    (retry > 0)?
				""Incorrect passphrase"":
				""Passphrase required for this entry"");",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_log_1278.cpp,"{
			archive_set_error(&a->archive, ARCHIVE_ERRNO_MISC,
			    (retry > 0)?
				""Incorrect passphrase"":
				""Passphrase required for this entry"");
			return (ARCHIVE_FAILED);
		}",second/download/CMake/CMake-gumtree/Kitware_CMake_repos_block_1278.cpp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]",second/download/CMake/CMake/CMake-joern/Kitware_CMake_repos_function_1278.cpp,37,"[""member"", ""macro"", ""string""]","[""__archive_read_next_passphrase_ret"", ""null"", ""==""]",__archive_read_next_passphrase_ret_e_l == null_e_r,562,2,,,,,
