class,class_size,patch_file,old_loc,old_log,new_log,function,function_loc,check,variable,edit
478,4,squid-3.5.27_diff_squid-4.0.20,390,"auth_user_request->denyMessage(""Internal Error"");","auth_user_request->setDenyMessage(""Internal Error"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1208.cpp,130,"[""debugs_arg"", null, null, null]",[],"[[""denyMessage""], [""setDenyMessage""]]"
468,2,squid-3.5.27_diff_squid-4.0.20,360,"auth_user_request->denyMessage(""NTLM Authentication denied with no reason given"");","auth_user_request->denyMessageFromHelper(""NTLM"", reply);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1215.cpp,105,"["" reply notes find_ret"", null]",[],"[[""denyMessage"", ""Authentication"", ""denied"", ""with"", ""no"", ""reason"", ""given""], [""denyMessageFromHelper"", ""reply""]]"
469,2,squid-3.5.27_diff_squid-4.0.20,384,"auth_user_request->denyMessage(""NTLM Authentication failed with no reason given"");","auth_user_request->denyMessageFromHelper(""NTLM"", reply);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1218.cpp,129,"[""debugs_arg"", null, null, null]",[],"[[""denyMessage"", ""Authentication"", ""failed"", ""with"", ""no"", ""reason"", ""given""], [""denyMessageFromHelper"", ""reply""]]"
479,6,squid-3.5.27_diff_squid-4.0.20,4247,"storeAppendPrintf(entry, ""%s combined"", log->filename);","storeAppendPrintf(entry, ""%s logformat=combined"", log->filename);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1263.cpp,23,"[""CustomLog"", null, null, null, null]","[""dump_acl_list_arg"", ""CustomLog"", null]","[[], [""logformat""]]"
470,2,squid-3.5.27_diff_squid-4.0.20,718,"mb.Printf(""EPSV 2%s"", Ftp::crlf);","mb.appendf(""EPSV 2%s"", Ftp::crlf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1285.cpp,85,"["" ctrl conn local isIPv6_ret""]","[null, null]","[[""Printf""], [""appendf""]]"
471,2,squid-3.5.27_diff_squid-4.0.20,723,"mb.Printf(""EPSV 1%s"", Ftp::crlf);","mb.appendf(""EPSV 1%s"", Ftp::crlf);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1286.cpp,90,"["" ctrl conn local isIPv4_ret""]","[null, null]","[[""Printf""], [""appendf""]]"
473,2,squid-3.5.27_diff_squid-4.0.20,838,"mb.Printf(""(%d) %s"", xerrno, strerror(xerrno));","mb.appendf(""(%d) %s"", xerrno, strerror(xerrno));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1354.cpp,62,"[""strerror_arg""]","[""strerror_ret"", null]","[[""Printf""], [""appendf""]]"
475,3,squid-3.5.27_diff_squid-4.0.20,906,"mb.Printf(""%s"", Config.errHtmlText);","mb.appendf(""%s"", Config.errHtmlText);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1358.cpp,130,"[null, null]","[null, null]","[[""Printf""], [""appendf""]]"
472,2,squid-3.5.27_diff_squid-4.0.20,241,"reply->header.putStr(HDR_CONTENT_ENCODING, mime_enc);","reply->header.putStr(Http::HdrType::CONTENT_ENCODING, mime_enc);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1395.cpp,70,"[""mimeGetContentEncoding_ret""]","[null, "" reply header putStr_arg_ret""]","[[""HDR_CONTENT_ENCODING""], [""Http"", ""HdrType"", ""CONTENT_ENCODING""]]"
474,2,squid-3.5.27_diff_squid-4.0.20,233,"mb->Printf(""\ttransient index: %d state: %d\n"",
                   xitTable.index, xitTable.io);","mb->appendf(""\ttransient index: %d state: %d\n"", xitTable.index, xitTable.io);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1499.cpp,16,"[null, null]","[null, null, null, null]","[[""Printf""], [""appendf""]]"
476,3,squid-3.5.27_diff_squid-4.0.20,1544,"storeAppendPrintf(sentry, ""%sno-purge-clr"",(doneopts++>0?"","":""=""));","storeAppendPrintf(sentry, ""%sno-purge-clr"",(doneopts?"","":""=""));",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1510.cpp,59,"[""CachePeer"", null, null]","[""StoreEntry"", ""int""]","[[""0""], []]"
465,2,squid-3.5.27_diff_squid-4.0.20,429,"mb.Printf(""150 Data connection opened.\r\n"");","mb.appendf(""150 Data connection opened.\r\n"");",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1525.cpp,38,"[null, null]",[],"[[""Printf""], [""appendf""]]"
467,2,squid-3.5.27_diff_squid-4.0.20,877,"output->Printf("" copy_event_pending"");","output->append("" copy_event_pending"", 19);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1588.cpp,23,"[null, null]",[],"[[""Printf""], [""append"", ""19""]]"
480,4,squid-3.5.27_diff_squid-4.0.20,458,"out.Printf(""<LI type=\""circle\"">%s (hidden)<A HREF=\""%s\"">.</A>\n"", d, a_url);","out.appendf(""<LI type=\""circle\"">%s (hidden)<A HREF=\""%s\"">.</A>\n"", d, a_url);",/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/squid/gumtree/squid_function_1614.cpp,32,"[""strcmp_ret""]","["" out Printf_arg_ret"", "" out Printf_arg_ret""]","[[""Printf""], [""appendf""]]"
